id,title,region,release_date,platform,image_url
"","Mike Tyson's Punch Out","NTSC-J																		(Japan)","1987-10-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/109925-1.jpg"
"","Mike Tyson's Punch-Out!!","NTSC-U																		(United States of America)","1987-10-18","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/17477-1.jpg"
"","Mike Tyson's Punch-Out!!","PAL																		(United Kingdom of Great Britain and Northern Ireland)","1987-12-15","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/108916-1.jpg"
"","Mike Tyson's Punch-Out!! [5 Screw]","NTSC																		(United States of America)","1987-10-18","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/108547-1.jpg"
"","Milionesy","NTSC","2014-05-02","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/28943-1.jpg"
"","Millipede","1988-10-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1438-1.jpg"
"","Milon's Secret Castle","1988-09-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1439-1.jpg"
"","Mind Blower Pak","1989-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/37005-1.jpg"
"","Mindseeker","1989-04-18","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27203-1.jpg"
"","Mine Shaft","NTSC","2012-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/29000-1.png"
"","Minelvaton Saga: Ragon no Fukkatsu","1987-10-23","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/44788-1.jpg"
"","Mini Putt","1991-09-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/23627-1.jpg"
"","Minna no Tabou no Nakayoshi Daisakusen","1991-11-22","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27204-1.jpg"
"","Miracle Ropitt: 2100-nen no Daibouken","1987-08-07","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/25414-1.jpg"
"","Mirai Senshi: Lios","1989-12-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27205-1.jpg"
"","Mirai Shinwa Jarvas","1987-06-30","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27206-1.jpg"
"","Mischief Castle","NTSC																		(United States of America)","2024-01-18","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/125345-1.jpg"
"","Misfit Football League Season One","NTSC																		(United States of America)","2025-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/130310-1.jpg"
"","Miss Peach World 1: Super L.A. Cop","1991-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/76605-1.jpg"
"","Mission Cobra","1989-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1951-1.jpg"
"","Mission: Impossible","1990-09-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/367-1.jpg"
"","Mississippi Satsujin Jiken: Murder on the Mississippi","1986-10-31","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/49953-1.jpg"
"","Mito Koumon II: Sekai Manyuu Ki","1988-08-11","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40576-1.jpg"
"","Mitsume Ga Tooru","1991-05-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/20625-1.jpg"
"","Mizushima Shinji no Daikoushien","1990-10-26","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/49954-1.jpg"
"","Moai Kun","1990-03-09","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27210-1.jpg"
"","Moe Pro! Yakyu '90 - Kandou Hen","NTSC-J																		(Japan)","1990-07-27","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/110556-1.jpg"
"","Moero!! Judo Warriors","NTSC																		(Japan)","1992-06-29","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27212-1.jpg"
"","Moero!! Pro Yakyuu","NTSC-J																		(Japan)","1987-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/110558-1.jpg"
"","Moeru! Oni-san","1989-08-08","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/36396-1.jpg"
"","Mogura Mines","NTSC																		(United States of America)","2022-09-15","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/104923-1.jpg"
"","Mojon Twins Gran Sabiduría – 31 in 1 Real Game! Vol 2","PAL																		(Spain)","2019-05-05","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/104160-1.jpg"
"","Mojonian Tales 2019","NTSC","2019-03-07","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/104150-1.jpg"
"","Momotarou Densetsu Gaiden","1993-12-17","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27214-1.jpg"
"","Momotarou Densetsu: Peach Boy Legend","1987-10-26","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27213-1.jpg"
"","Momotarou Dentetsu","1988-12-02","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40578-1.jpg"
"","Monkey King","NTSC-C","2015-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/78741-1.jpg"
"","Monkey on LSD","NTSC","2007-09-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/112942-1.jpg"
"","Monopoly","1991-05-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1145-2.jpg"
"","Monster in My Pocket","1992-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1952-1.jpg"
"","Monster Maker: 7-tsu no Hihou","1991-12-20","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27215-1.jpg"
"","Monster Party","1989-06-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1954-1.jpg"
"","Monster Truck Rally","1991-09-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1955-1.jpg"
"","Montezuma's Revenge","Other","2022-07-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/102160-1.jpg"
"","Moon Crystal","1992-08-28","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/25855-1.jpg"
"","Moon Ranger","1990-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1956-1.jpg"
"","Moonfall: A Legend of Zelda Compilation","2019-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/81095-1.jpg"
"","Moonglow","Other","2021-05-05","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/97866-1.jpg"
"","More Glider","NTSC","2016-01-10","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/108697-1.jpg"
"","Morita Kazuo no Shogi","1987-04-14","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40581-1.jpg"
"","Mortal Kombat 2 Arkade Edition by Drax01","Other","2024-12-17","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/130674-1.jpg"
"","Mortal Kombat 4","NTSC																		(China)","1994-07-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/93441-1.jpg"
"","Mortal Kombat 5","NTSC","1998-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/95221-1.jpg"
"","Mortal Kombat Arkade Edition by Drax01","Other","2024-10-25","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/130673-1.jpg"
"","Mortal Kombat II","NTSC","1994-06-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/93401-1.jpg"
"","Mortal Kombat II Special","NTSC																		(China)","1995-07-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/93440-1.jpg"
"","Mortal Kombat III Special","NTSC																		(China)","1995-07-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/93439-1.jpg"
"","Mother","NTSC-J																		(Japan)","1989-07-27","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/7843-1.jpg"
"","Mother: 25th Anniversary Edition","Other","2014-11-13","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/105322-1.jpg"
"","Mother: 25th Anniversary Edition","NTSC																		(United States of America)","2014-11-05","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/98288-1.jpg"
"","Motocross Champion","1989-01-27","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26492-1.jpg"
"","Motor City Patrol","1992-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1957-1.jpg"
"","Mottomo Abunai Deka","1990-02-06","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27216-1.jpg"
"","Moulin Rouge Senki: Melville no Honoo","1989-08-11","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40582-1.jpg"
"","Mouryou Senki Madara","1990-03-30","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27217-1.jpg"
"","Mr Gimmick 2","2020-03-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/78538-1.jpg"
"","Mr Splash","Other","2019-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/101830-1.jpg"
"","Mr. Gimmick","1992-01-31","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1377-1.jpg"
"","Mr. Maymunshine's Christmas Land","NTSC","2023-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/128992-1.jpg"
"","Mr. Splash","2007-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/41374-1.jpg"
"","Ms. Pac-Man (Namco)","1993-11-19","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/2820-1.jpg"
"","Ms. Pac-Man (Tengen)","1990-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27218-1.jpg"
"","Mugen Senshi Valis","1987-08-21","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26563-1.png"
"","Multidude","NTSC																		(United States of America)","2015-02-14","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/28178-1.jpg"
"","Muppet Adventure: Chaos at the Carnival","1990-11-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1959-1.jpg"
"","Muppet Adventure: Chaos at the Carnival (Prototype)","NTSC																		(United States of America)","1990-11-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/105490-1.jpg"
"","Murder Club","1989-06-30","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40583-1.jpg"
"","Musashi no Bouken","NTSC																		(Japan)","1990-12-22","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/19056-1.jpg"
"","Musashi no Ken: Tadaima Shugyou Chuu","1986-08-08","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27219-1.png"
"","My Life My Love: Boku no Yume Watashi no Negai","1991-08-03","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40584-1.jpg"
"","My Little Pony: Dr. Discord's Conquest!!!","NTSC-U																		(United States of America)","2014-01-03","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/130987-1.jpg"
"","Mystery Quest","1989-04-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1961-1.jpg"
"","Mystery World Dizzy","2017-04-07","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/44085-1.jpg"
"","Mystic Origins","2017-03-19","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/44674-1.jpg"
"","Mystic Searches","2017-12-31","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/44673-1.jpg"
"","Nagagutsu o Haita Neko: Sekai Isshuu 80 Nichi Dai Bouken","1986-11-21","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27220-1.jpg"
"","Nakajima Satoru: F-1 Hero","NTSC-J","1988-12-09","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/37496-1.jpg"
"","Nakajima Satoru: F1 Hero 2","1991-09-27","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/37499-1.jpg"
"","Nakayoshi to Issho","1993-12-10","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27222-1.jpg"
"","Namco 3 in 1 Classics Vol 1 Plug n Play MSI 2018","NTSC","2018-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/130626-1.jpg"
"","Namco Classic","1988-05-27","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27223-1.jpg"
"","Namco Classic II","1992-03-13","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27224-1.jpg"
"","Namcot Mahjong III: Mahjong Tengoku","1991-03-08","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40585-1.jpg"
"","Nankoku Shirei!! Spy vs. Spy","NTSC-J","1987-03-23","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40586-1.jpg"
"","Nantettatte!! Baseball","1990-10-26","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40588-1.jpg"
"","Nantettatte!! Baseball '91 Kaimaku Hen","1991-05-31","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40589-1.jpg"
"","Nantettatte!! Baseball OB All Star Hen","1991-02-26","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40590-1.jpg"
"","Napoleon Senki","1988-03-18","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27225-1.jpg"
"","NARC","1990-08-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1962-1.jpg"
"","Navy Blue","1992-02-14","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27226-1.jpg"
"","NCAA Baseball","2014-03-06","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/78745-1.jpg"
"","Nebs 'n Debs","Other																		(United States of America)","2019-01-29","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/63321-1.jpg"
"","Nekketsu Kakutou Densetsu","NTSC																		(Japan)","1992-12-23","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27227-1.jpg"
"","Nekketsu Kouha Kunio Kun","NTSC-J																		(Japan)","1987-04-17","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/19111-1.jpg"
"","Nekketsu Koukou Dodge Ball Bu","1988-07-26","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/53054-1.jpg"
"","Nekketsu Koukou Dodgeball-bu Soccer-hen","1990-05-18","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/53050-1.jpg"
"","Nekketsu Street Basket: Ganbare Dunk Heroes","1993-12-22","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26493-1.jpg"
"","NeMULEsis","Other","2022-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/101832-1.jpg"
"","Neo Heiankyo Alien","2017-08-31","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/81211-1.jpg"
"","Nes Dev'19 Combo Cart","NTSC","2020-11-12","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/95222-1.jpg"
"","NES Open Tournament Golf","NTSC-U																		(United States of America)","1991-09-29","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1963-1.jpg"
"","NES Play Action Football","1990-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1964-1.jpg"
"","NES Virus Cleaner","2011-04-26","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/30915-1.jpg"
"","NEScape!","2019-09-03","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/70073-1.jpg"
"","New Ghostbusters II","1990-12-26","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/8515-1.png"
"","New Mario Bros Rom Hack","Other","2018-04-04","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/105285-1.jpg"
"","New Super Mario Bros. 3","Other","2003-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/130819-1.jpg"
"","NFL Football","1989-09-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1965-1.jpg"
"","Nigel Mansell's World Championship Racing","1993-10-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1966-1.jpg"
"","Nightshade","1992-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1967-1.jpg"
"","Nighttime Bastards","2014-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/81084-1.jpg"
"","Niji no Silkroad","1991-02-22","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27228-1.jpg"
"","Ninja","Other","2016-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/130677-1.jpg"
"","Ninja Cop Saizou","1989-11-17","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/37473-1.jpg"
"","Ninja Crusaders","1990-12-14","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1968-1.jpg"
"","Ninja Gaiden","NTSC-U																		(United States of America)","1989-03-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1305-1.jpg"
"","Ninja Gaiden II: The Dark Sword of Chaos","NTSC-U																		(United States of America)","1990-05-15","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/370-1.png"
"","Ninja Gaiden III - Restored PLUS","Other","2020-08-03","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/82452-1.jpg"
"","Ninja Gaiden III: The Ancient Ship of Doom","NTSC-U																		(United States of America)","1991-08-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1813-2.jpg"
"","Ninja Gaiden: Dragon Scroll","Other","2020-03-15","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/108583-1.jpg"
"","Ninja Hattori-kun: Ninja wa Syugyou de Gozaru","1986-03-05","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27229-1.png"
"","Ninja I & II","NTSC","2018-06-20","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/113625-1.jpg"
"","Ninja II","Other","2017-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/130678-1.jpg"
"","Ninja JaJaMaru-kun","1985-11-15","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27151-1.png"
"","Ninja Jajamaru: Ginga Daisakusen","1991-03-21","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27152-1.jpg"
"","Ninja Kid","1986-04-17","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1975-1.jpg"
"","Ninja Kid [5 Screw]","NTSC																		(United States of America)","1986-04-17","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/108589-1.jpg"
"","Ninja Ryukenden","NTSC-J																		(Japan)","1988-12-09","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/95204-1.jpg"
"","Ninja Ryukenden II: Ankoku no Jashinken","NTSC-J																		(Japan)","1990-04-06","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/102735-1.jpg"
"","Ninja Ryukenden III: Yomi no Hakobune","NTSC-J																		(Japan)","1991-06-21","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/80202-1.jpg"
"","Ninja-kun: Ashura no Shou","1988-05-27","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27236-1.jpg"
"","Ninja-Kun: Majou no Bouken","1985-05-10","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27235-1.jpg"
"","Ninjara Hoi!","1990-08-08","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/27238-1.jpg"
"","Nintendo Campus Challenge 1991","1990-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/77934-1.jpg"
"","Nintendo World Championships 1990","1990-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1976-1.jpg"
"","Nintendo World Cup","1990-12-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1321-1.jpg"
"","Nippon Ichi no Meikantoku","NTSC-J																		(Japan)","1990-08-10","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40619-1.jpg"
"","Nishimura Kyoutarou Mystery: Blue Train Satsujin Jiken","NTSC-J","1989-01-20","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40620-1.jpg"
"","Nishimura Kyoutarou Mystery: Super Express Satsujin Jiken","1992-03-02","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40621-1.jpg"
"","Nix: The Paradox Relic","Other","2020-07-29","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/99692-1.jpg"
"","Noah's Ark","1992-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1977-1.jpg"
"","Nobunaga no Yabou: Bushou Fuuunroku","1991-12-21","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40622-1.jpg"
"","Nobunaga's Ambition","1988-03-18","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1978-1.jpg"
"","Nobunaga's Ambition II","1989-12-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/8482-1.jpg"
"","Nomolos: Storming the Catsle","2012-01-20","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/41334-1.jpg"
"","North & South","1990-09-21","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1979-1.jpg"
