title,alternate_titles,region,country,publisher,developer,release_date,players,coop,genre,esrb_rating,description
"ASTEROIDS Deluxe","","Region Not Set","","Robert DeCrescenzo","Robert DeCrescenzo","2007-01-01","2","No","Shooter","E - Everyone","...It seems as though you've been here before - but this time, it's much worse! The Asteroids are faster, the enemy ships are much more skilled marksmen than your first time through this galaxy...and what's this odd hexagon-shaped craft I keep hearing about? Asteroids plunge at you! Trapped in a gigantic cloud of asteroids, your struggling spaceship hurls towards its doom. You'll have to pulverize all the asteroids with your photon cannon to save your ship and your life!

Rubble from an exploding asteroid bounces off your ship's hull. A glowing blur flashes across your viewing screen. So that's where the rubble came from! The asteroid was blasted by an Alien Robot Saucer! Alien Robot Saucers are also trapped in the asteroid cloud. And they fire at you! You know that the metal in your ship's hull will register on their target finders before the asteroids do. The saucers could be a worse danger than the asteroids! More rubble strikes your ship. Its hull rings like a bell. If you don't get busy, that could be your death knell!

Robert DeCrescenzo brings another classic Atari arcade game to the Atari 7800: Asteroids Deluxe! If you're a fan of the original arcade game Asteroids or its sequel, Asteroids Deluxe, you'll want to grab your joystick and start blasting! Asteroids Deluxe brings new graphics and gameplay elements into play, such as the Killer Satellite that when shot breaks into smaller pieces that take direct aim for your ship! There are also two new game variations: Competition Asteroids where you compete against another player for points (and your shots destroy the other player!), and Team Asteroids where you and another player share reserve ships and don't need to worry about friendly fire. Asteroids Deluxe for the 7800 is an extensively modified version of the original Atari 7800 game Asteroids."
"Asteroids VE","","Region Not Set","","AtariAge","Bob DeCrescenzo","2005-01-01","2","Yes","Shooter","Not Rated","No overview is currently available for this title, please feel free to add one."
"Astro Blaster","","Region Not Set","","AtariAge","Robert DeCrescenzo","2014-01-01","1","No","Shooter","E - Everyone","Astro Blaster is an Atari 7800 port of the arcade game of the same name, created by Robert DeCrescenzo, who has many excellent arcade conversions under his belt.

In Astro Blaster, one or two players must advance through squadrons of alien ships in an attempt to dock with the mother ship. Players move their ship left or right and shoot at attacking squadrons. A special warp button allows the player to slow down the alien space ships and their laser fire, while maintaining his/her own ship and laser fire at normal speed.

As players enter each new sector they encounter a different number of alien squadrons. Players must destroy all ships in each squadron to pass through the sector. One squadron of rockets is extremely difficult to destroy, but players can pass through this squadron by hitting a few enemy ships. Once a player has destroyed all the squadrons in that sector, he/she enters an asteroid belt. The player must maneuver and shoot his way through the asteroids to reach the mother ship. If fuel is critically low when the player enters the asteroids belt, he/she can receive extra fuel by shooting the red fireballs interspersed among the asteroids. After passing through the asteroid belt, the player's ship docks with the mother ship and refuels."
"Astro Fighter","","Region Not Set","","AtariAge","Robert DeCrescenzo","2016-01-01","2","No","Shooter","E - Everyone","Astro Fighter is a two-dimensional, space shoot 'em up arcade game released in 1980. It was developed and published by Data East in Japan and was published outside of Japan by Gremlin/Sega. Programmer Robert DeCrescenzo has now brought Astro Fighter to life on the Atari 7800!

Astro Fighter is a one or two player game of space adventure. Two players may take turns, competing for the high score. The player's warship faces meteor showers interspersed with four lines of enemy defense forces in an effort to reach the 'Master' and destroy it. Besides the challenges of fighting ability, the player's warship has an expendable supply of fuel that must last through the fight with the 'Master'."
"b*nQ","","Region Not Set","","AtariAge","Ken Siders","2007-01-01","2","No","Action","Not Rated","No overview is currently available for this title, please feel free to add one."
"Baby Pac-Man","","Region Not Set","","AtariAge","Bob DeCrescenzo","2020-01-01","2","No","Action","Not Rated","No overview is currently available for this title, please feel free to add one."
"Ballblazer","","NTSC","","Atari, Inc.","LucasArts Entertainment Company LLC","1988-09-07","2","No","Action | Sports","Not Rated","Ballblazer is a simple one-on-one sports-style game bearing similarities to basketball and soccer. Each side is represented by a craft called a ""rotofoil"", which can be controlled by either a human player or a computer-controlled ""droid"" with ten levels of difficulty. (The game allows for human vs. human, human vs. droid, and droid vs. droid matches.) The basic objective of the game is to score points by either firing or carrying a floating ball into the opponent's goal. The game takes place on a flat, checkerboard playfield, and each player's half of the screen is presented in a first-person perspective."
"Barnyard Blaster","","Region Not Set","","Atari, Inc.","Atari","1988-06-05","2","No","Action","","You and Grandpa are down on the farm. There are critters, bottles, and varmints everywhere -- in the barn, in the yard, and in the cornfield. Grandpa has given you an Atari light gun to help protect the farm. The moving targets are a challenge. Can you hit them? If not, try the veggies! They're fun to shoot at.

In the barnyard, bottles and cans on the fence provide great practive for warming up the old shootin' iron. But perfect aim alone isn't enough. You'll need speed, too.
In the cornfield, birds swoop from the sky and rabbits scamper among the stalks, Owls and other pests appear inside a barn. Each scene can only be reached by hitting enough targest in the scene before. Once you zero in on some fancy shooting scores, Gramps offers you a bonus round by tossing target bottles in the air."
"Basketbrawl","","Region Not Set","","Atari, Inc.","Atari","1990-06-03","2","No","Sports","","Vinne and Slash are bleeding from knife wounds and the ref is out cold! No wonder the gang members nicknamed this game ""Basketbrawl."" To them, it's not a game -- it's a street fight. This premise kicks off Atari's action sports game for up to two players. The objective in Basketbrawl is to become the baddest gang in the town by winning the Basketbrawl tournament. To win, you must play three games against each of the five gangs in your city. Each time you move up to the next gang, you will play a team with more players and more dangerous weapons. Each game lasts six minutes -- out score you opponent by shooting more baskets. Each basket is worth two points. If the game is tied after six minutes, the first team to score wins"
"Beef Drop 7800","","Region Not Set","","Ken Siders","Ken Siders","2006-01-01","2","No","Action","E - Everyone","Beef Drop is a port of the popular arcade game Burgertime, which Ken Siders first ported to the Atari 5200 and 8-bit computers. This version of Beef Drop beature POKEY sound support, for much better audio than the 7800 can produce without this chip. The 7800 version also features better graphics than the 5200/8-bit version, making the 7800 version the definitive release of Beef Drop."
"Bentley Bear's Crystal Quest","","Region Not Set","","AtariAge","Pac-ManPlus","2017-07-01","1","No","Platform","Not Rated","BERTHILDA'S BACK!

Bentley Bear defeated Berthilda within her Crystal Castle realm, but she vowed to get her revenge on Bentley. After nearly 30 years of planning and scheming, Berthilda was able to steal the five 'Crystals Of Life' that kept the balance of good and evil in check. Now it is up to Bentley to retrieve those jewels and restore the balance of power to the world.

Berthilda has hidden all five Crystals in separate parts of the world and guards them fiercely. As Bentley, you will run into many of your old foes from the Castle days... as well as some new ones. Navigate unforgiving terrain from at least five different environments in your relentless Quest to find the Crystals and defeat Berthilda once and for all."
"Bentley Bear's Crystal Quest [2024 Reissue]","","NTSC","United States of America","AtariAge","Bob DeCrescenzo","2024-11-29","1","No","Adventure | Platform","E - Everyone","Bentley Bear’s nemesis, Berthilda the Witch, has exacted her revenge and stolen the Five Crystals of Life, plunging the world into chaos! You need to brave the various realms in order to recover each of the crystals and complete your Quest! Along the way, you’ll meet enemies new and old in this brand-new game.

In this sequel to Crystal Castles, you’ll find power-ups, hidden paths, a challenging variety of enemies…and one adorable bear. Everything a platforming fan could possibly want.


- Fast-moving 2D platformer

- Hidden world with 8 more levels

- Amazing soundtrack and SFX that utilize the power of the 7800

- Thumbstick-button combos tailored to the 7800 gamepad controller

- Original packaging artwork by artist Glen Brogan

- Programmed by Robert DeCrescenzo, a talented member of Atari’s homebrew community

- Compatible with Atari 7800+, 7800, and 2600+ consoles"
"Centipede","","Region Not Set","","Atari, Inc.","Atari","1987-06-01","2","No","Shooter","","A good port of the coin-op classic. The 7800 version also features competitive and cooperative 2-player modes."
"Centipede Trak-Ball","","Region Not Set","","AtariAge","Ken Siders","2016-07-01","2","No","Shooter","E - Everyone","Homebrew author Ken Siders (b*nQ, Beef Drop) has modified Centipede for the Atari 7800 to support the Atari CX-22 Trak-Ball controller. The original arcade game sports a trak-ball controller, and now you can enjoy Centipede on your Atari 7800 as the original designers intended!

In addition to supporting the CX-22 Trak-Ball, Centipede Trak-Ball will also work with many CX-80 Trak-Ball controllers as many of them operate internally as a CX-22. Two players can share one Trak-Ball for two-player games."
"Choplifter","","Region Not Set","","Atari, Inc.","Dan Gorlin","1987-07-01","1","No","Action","","In Choplifter, the player assumes the role of a combat helicopter pilot. The player attempts to save hostages being held in prisoner of war camps in territory ruled by the evil Bungeling Empire. The player must collect the hostages and transport them safely to the nearby friendly base, all the while fighting off hostile tanks and other enemy combatants."
"Combat 1990","","NTSC","United States of America","","","2005-01-01","2","No","Action","Not Rated","Combat 1990 plays homage to the classic Combat that was packed with millions of 2600 systems. Unlike the original Combat, this version offers both single and two player games (although the two player game is cooperative, as opposed to head-to-head). Each player starts with five tanks, and your goal is to destroy as many enemy tanks and saucers as possible. In addition to firing projectiles, your tank features a shield that will protect it from incoming attacks, although firing will disable the shield. You can drive over energy pods that will replenish your shield to 100% strength.

The game ends when you run out of tanks or five minutes has elapsed. At that time you'll receive bonus points for any remaining tanks and shield energy."
"Commando","","Region Not Set","","Atari, Inc.","Data East Corporation","1985-09-19","2","No","Shooter","","Experience the Ultimate in Combat Action...

As the crack shot COMMANDO, you have been given the ultimate. mission. You alone must battle overwhelming odds to defend the free world from being taken over by advancing rebel forces.

To make matters worse, much of the Allies heavy artillery has already been destroyed.You must carry out your solo or crusade through hostile territory armed with only a rifle, hand grenades, and raw courage.

The odds for success seem hopelessly slim as enemy fire flies toward you from all directions and hidden rebel forces appear from caves, trenches, and strongholds to bar your progress. But the Allies are depending on your famous ingenuity, accuracy, and speed to help you break through the enemy lines. You must reach the fortress while collecting supplies from defeated outposts along the way.

There can be no retreat - the fate of the free world is in your hands!"
"Crack'ed","","Region Not Set","","Atari, Inc.","Robert Neve","1988-01-01","1","No","Shooter","","As a professional ornithologist, you're thrilled to find out that some rare South American hornbills have nested in your ""old yolk tree."" But while the hornbills are out feeding, a group of mischievous bluebirds, owls, and snakes begin raiding their nests and stealing eggs.

Horrified, you get out your slingshot and begin hitting the marauding creatures. But you have to be careful. If you hit an egg-carrying bird, it drops the egg and you have to act fast to catch it before it hits the ground and return it to a nest. At the same time, you have to watch for snakes that may be sneaking up to nests and gobbling eggs. If you can protect the eggs long enough, you can take them to another nesting site. But watch out, egg-stealing creatures are everywhere!"
"Crazy Brix","","Region Not Set","","AtariAge","Bob DeCrescenzo","2011-01-01","2","No","Action","Not Rated","No overview is currently available for this title, please feel free to add one."
"Crossbow","","Region Not Set","","Atari, Inc.","Exidy, Inc.","1988-01-01","2","No","Shooter","","Over scorching deserts, through dark icy caverns, around a fiery volcano, and under the leafy cover of a steamy jungle, you set out with three brave friends to retrieve the treasures stolen by the Evil Master.  Your goal is his castle far, far, away.

Your friends are lightly armed, but you carry your trusty crossbow.  By shooting its swift arrows, you can save yourself and your companions from the dangerous attacks of the Evil Master's creatures -- scorpions, ants, pterodactyls, voracious plants, bats, snakes, and other horrible beings.

When you reach the castle, the Evil Master's expert archers await you, ready to test their aim with deadly arrows.  Inside the castle, a fierce dragon also waits, guarding the treasure with its fiery breath.

Few adventurers have dared to make the trek.  No one yet has come back alive."
"Dark Chambers","","Region Not Set","","Atari, Inc.","John Palevich","1988-01-01","2","No","Action","","You're on a dangerous treasure hunt, deep in the underground world of Dark Chambers. Wraiths, wizards, and moldering skeletons surround you. As you move through this meandering maze, you are stalked by the grim reaper.

The exits you see only take you deeper into the maze. If you find the strategically placed weapons, you can fend off your enemies while you search for the hidden treasure. The secret potions you find along the way will renew your strength. But watch out for hidden traps and deadly poisons.

Your strength will help you outlast the weaker ghouls, but are you a match for the strongest? Enter the underground world of Dark Chambers and find out."
"Desert Falcon","","Region Not Set","","Atari, Inc.","Atari","1987-01-01","1","No","Action","","You are the royal Desert Falcon questing for precious gems and Egyptian heiroglyphs hidden in the endless desert. Invincibility, warp speed, and quick shots are only some of the many magical powers you'll gain on your search. Use them to capture a trove of treasures. But watch out for the evil ones! Mythical flying beasts, blazing firepots, and howling sphinxes guard the jewels you seek."
"DigDug","Digu Dagu | ディグダグ","NTSC-U","","Atari, Inc.","Namco","1987-01-01","2","No","Adventure | Puzzle","Not Rated","The objective of Dig Dug is to eliminate underground-dwelling monsters by inflating them with an air pump until they explode, or by dropping rocks on them. There are two kinds of enemies in the game: ""Pookas"" (a race of round red monsters, said to be modeled after tomatoes, that wear yellow goggles) and ""Fygars"" (a race of green dragons that can breathe fire while their wings flash)."
"Donkey Kong","","Region Not Set","","Atari, Inc.","Atari","1988-01-01","2","No","Platform","","Monkey Business on the Monkey Bars

You are Mario, the fearless carpenter, and that big gorilla, Donkey Kong has run off with your girlfriend. It’s up to you to struggle up those ladders and balance on those beams to rescue your lady fair. She’s held captive at the very top. But Donkey Kong is not ready to give her up so easily. He’s tossing barrels and fireballs at you at every turn. It’s up to you to outmaneuver that wily ape. Good luck, your lady awaits!"
"Donkey Kong Junior","","Region Not Set","","Atari, Inc.","Atari","1988-01-01","2","No","Platform","","Donkey Kong the ape is back. Only this time the vengeful Mario is holding the ape prisoner. Luckily the ape has a son, Donkey Kong Junior, who will try to rescue Papa.

To free his dad, Junior must make his way through a dark and treacherous jungle. Racing against time, the little fellow climbs and swings across vines, while avoiding the terrible Snapjaws.

If he reaches the keys to Papa's cage, Junior must push them to the top of chains while staying clear of Snapjaws and a new flock of nasty Nitpickers. But even then his mission isn't over. Once he reaches Mario's hideout, he must pass yet another test against time.

The kid needs help. Don't just stand there! Help poor Junior save his father!"
"Double Dragon","","Region Not Set","","Activision","Activision","1989-01-01","2","Yes","Platform","","Twin brothers Billy and Jimmy Lee learned to fight the hard way -- for survival in the unforgiving city streets. Their brand of combat -- classic martial arts maneuvers mixed with anything-goes street brawling -- has turned them into walking lethal weapons.

Now, the Lees must summon all their fighting abilities and cunning into meeting the greatest challenge of their lives -- rescuing Billy's girlfriend, Marion.  She's been kidnapped by the Black Warriors, the savage street gang led by the mysterious Shadow Boss.

The twins pursue the Black Warriors through the city streets and its outskirts.  Finally they fight their way into the Secret Enemy Base.  There, Billy and Jimmy meet the Shadow Boss.  It's a battle to the finish, with Marion as the prize!"
"Dragon's Cache","","Other","","AtariAge | 																HomeBrew Software","","2020-01-03","2","No","Puzzle | Family | Unofficial","Not Rated","No overview is currently available for this title, please feel free to add one."
"Dungeon Stalker","","Region Not Set","","AtariAge","AtariAge","2015-09-04","1","No","Adventure","E - Everyone","Everyone knows The Dungeon, the last subterranean vestige of a long collapsed and long forgotten castle. The children of your village have always loved to scare each other with songs of skeletal warriors, a thousand years dead, that stalk its silent corridors. As children become adults and traditions grow, it has become the custom for boys on the verge of manhood to prove their worth, venturing into the darkness to retrieve some small trinket. Usually it's just a few old coins picked up near the entrance, along with a hastily concocted story of bravery and derring-do.

As your seventeenth birthday approached, it was clear that it was never going to be a straightforward cash grab for you. As eldest daughter of the chieftain, you always had a lot more to prove; always the best shot, the best sword, the fastest rider and the bravest warrior. That's why you're down here; shivering, terried and pointing a loaded arrow at anything that moves. And things are moving in the darkness. At first it was just the bats, but as you venture deeper, the unmistakable sound of footsteps echoes in the gloom - bone footsteps. The children's songs were right - the dead do stalk these halls!

Welcome to Dungeon Stalker. Get ready for an exciting arcade-style adventure; fighting monsters and collecting treasure as you journey ever deeper into the Dungeon!"
"E.X.O.","","NTSC","United States of America","AtariAge","","2023-07-01","1","No","Action | Adventure | Puzzle | Shooter","E - Everyone","Set in the near future, your E.X.O. (Elite Xeno Operations) team have been betrayed and scattered across the galaxy. Operating from a hidden base, you are their only hope for rescue. Take on the role of Zoe Ryen, Command Pilot in the top-secret Elite Xeno Operations, strap into your Wasp Tactical Extraction Mark 5 and infiltrate, shoot, battle and puzzle your way through five uniquely themed worlds, rescue your team and save Earth."
"F-18 Hornet","","Region Not Set","","Absolute Entertainment","John Van Ryzin","1988-01-01","1","No","Flight Simulator","","Attention all Naval Aviators! Report to your squadron leaders and prepare for deployment. Your tour of duty will take you around the world on some of the most challenging and dangerous missions of your career. F-18 Hornet is a carrier based adventure. Fast, solid 3-D graphics and responsive instrumentation make for an incredible sensation of flight. Fly missions through a variety of terrain executing aerial combat, emergency supply drops, strafing and bombing runs while battling hostile jets, helicopters and tanks. F-18 Hornet features all of the action of carrier based jets including thrilling aircraft carrier take-offs and landings in smooth 3-D animation."
"Fatal Run","","Region Not Set","","Atari, Inc.","Atari","1990-01-01","1","No","Action","","The year is 2089. A collision with a comet has left the earth reeling from radiation poisoning. There's little hope for humanity's survival. It's up to you to help the few people remaining.

You must leave the protective fortress Albagon and deliver the newly developed radiation vaccine to the few survivors. Your journey will not be an easy one. Nefarious henchmen are waiting to knock you off and steal the vaccine to ensure that they will survive to rule the planet. Every driver on the road is out to get you. Your only hope is to get them first.

You must find the rocket poised to launch a satellite that can nullify the effects of this cosmic accident that turned the world upside down. If you're sharp enough to learn and remember the secret code words and tough enough to live to use them, you can launch the rocket and save the world!

Good luck! Humanity is in your hands."
"Fight Night","","Region Not Set","","Atari, Inc.","Accolade","1988-01-01","2","No","Sports","","Strap on your boxing gloves, and step into the ring.  Tonight you're going to test your prowess against the world's toughest fighters.  To prepare  for this event, you'll train in punching skills, footwork, timing, and sparring.  Then you'll enter your fighters in championship matches and tournaments.

As the tension mounts in the smoke-filled arena, you eye your contender warily.  Be careful, and good luck.  This could be your big night!"
"Flappy Bird","","NTSC-U","United States of America","AtariAge","AtariAge","2014-12-21","1","No","Flight Simulator | Unofficial","Not Rated","Flappy Bird Atari 7800 Version by Matthias Luedtke"
"Food Fight","","Region Not Set","","Atari, Inc.","Atari","1987-01-01","2","No","Action | Shooter","","Hurry! Hurry! Step Right Up! Earn Your Just Desserts!

Once there was a fellow named Charley Chuck. More than anything, Charley loved to eat. So when he went to the carnival one hot summer day, he headed straight for the Food Fight contest."
"Frenzy","","Region Not Set","","AtariAge","Robert DeCrescenzo","2016-01-01","2","No","Shooter","E - Everyone","Trapped in a bizarre, alien high-tech structure and surrounded by robots, your Humanoid moves from cell to cell as you face a band of deadly mechanical monsters. Odd marching skeletons clunk toward you. Robotic tanks trundle into position. Face your enemy and fire, or be doomed by their fatal touch! Eliminate all automatons and proceed to the next assembly.

Stay alert! Your enemies now fire deadly blasts. In Berzerk, all walls absorb shots from you or the robots. In Frenzy, some cell walls ricochet the blasts--both yours and the robots--so watch where you fire! Worst of all is Evil Otto, the bouncing menace who passes through walls and destroys any creature on contact. It's a bizarre battle for survival as Evil Otto bounces toward you! Will you make it?

Atari 7800 veteran Bob Decrescenzo brings arcade classics Frenzy and Berzerk home to the 7800, complete with all the details you'll find in the arcade games. Both games are reproduced with careful attention to detail to match their arcade counterparts as closely as possible. The original speech from the arcade that helped make both games so memorable is also included!

For a new challenge, there are two-player cooperative and competitive gameplay modes. In cooperative modes, both players try to achieve a single high score and share six lives. In two-player competitive mode, each player has their own set of scores and lives. In competitive mode, you even get points for shooting your opponent!"
"Froggie","","Region Not Set","","AtariAge","AtariAge","2016-01-01","1","No","Stealth","E - Everyone","Froggie actually is the arcade game Frogger. The game originally got started in May of 2005 The game was almost completed in early January 2007, when things happened in the author's life outside of the internet."
"Galaga","","Region Not Set","","Atari, Inc.","Namco","1987-01-01","2","No","Shooter","","The gameplay of Galaga puts the player in control of a space ship which is situated on the bottom of the screen. At the beginning of each stage, the area is empty, but over time, enemy aliens fly in formation, and once all of the enemies arrive on screen, they will come down at the player's ship in formations of one or more and may either shoot it or collide with it. During the entire stage, the player may fire upon the enemies, and once all enemies are vanquished, the player moves onto the next stage."
"Galaxian","","NTSC","United States of America","AtariAge","Bob DeCrescenzo","1970-01-01","2","No","Action","E - Everyone","No overview is currently available for this title, please feel free to add one."
"Gato","","Region Not Set","","Atari, Inc.","Atari","1987-05-07","1","No","Action","","GATO is a submarine simulator originally released for several personal computers, such as the Apple II, Atari 8-bit, and Commodore 64. Atari had plans to port GATO to the Atari 7800 and even put together a simple demo, but it doesn't appear the game ever got beyond that stage."
"Hangly-Man","","Region Not Set","","","","2005-05-31","1","No","Action","Not Rated","Hangly-Man, also known as Scandel or Puck-Man, is a maze arcade game developed by Nittoh and released in 1981. It is a hack of Pac-Man that changes the overall layout of the maze. The game's title is likely a mistranslation of ""Hungry Man"" from Japanese.
Contents"
"Harpy's Curse","","NTSC","","AtariAge","","2023-01-01","1","No","Action | Adventure","Not Rated","You are a harpy - swift of wing and vicious in nature. Banished to a deadly labyrinth, you are tasked with defeating the four keepers of the maze - only then can you face the Great Sphinx who exiled you here.

The labyrinth contains legendary artifacts - feathers of legendary birds and beasts that might aid you. Great power might be found here, but you truly wish for escape, and the only way out is through machinations of the Sphinx."
"Hat Trick","","Region Not Set","","Atari, Inc.","Bally Sente","1987-01-01","2","No","Sports","","What a night for a hockey game! After weeks of intensive training on the ice, you're finally at the face-off, waiting for the starting whistle. As the puck slides across the smooth, icy surface, you take it at center ice, managing to break over the blue line to your opponent's right. Whoooossh. What reflexes! What speed!

The spray of the ice on your face momentarily blinds you, but you continue to skate furiously, weaving towards the opposing goal. You can feel your challenger's hot breath on the back of your neck, as the distance between you grows smaller and smaller. But before he can manage to steal the puck, you swing your stick and whack -- it's a slapshot! The point is yours!

Get three goals in a game, and it's a hat trick!"
"Ikari Warriors","","Region Not Set","","Atari, Inc.","Atari","1990-01-01","2","Yes","Platform","","You are a member of those elite combat specialists, the Ikari Warriors.  Your buddy and you are on a special mission behind enemy lines, and you've been sleeping, eating, and breathing jungle combat for the last two weeks.  You're tired, but that never affects your razor-sharp judgment and your will to survive.  

Your main weapons are machine guns, grenades, and your own cunning in the face of danger.  Sometimes you'll have a tank at your disposal, which comes in handy when enemy fire is particularly brutal.  

You move swiftly through the jungle, wading through rivers and resting from time to time within the ruins of bombed-out buildings.  You're running out of ammunition and grenades, but you know the battle can't last forever.  Sooner or later, one side is going to emerge victorious.  Let's just hope it's yours!"
"Impossible Mission","","Region Not Set","","Atari, Inc.","Epyx","1986-01-01","1","No","Action | Platform","","Message from the Agency computer..... ""....Your mission. Agent 4125 is to foil a horrible plot. From an underground laboratory, Elvin. the scientist, is holding the world hostage under threat of nuclear annihilation. You must penetrate his stronghold, avoid his human-seeking robots and find pieces of the security code.
Somersault over the robots or use a precious snooze code to deactivate them long enough to search each room. Use the Agency's computer to unscramble the passwords from the code pieces, or try solve them yourself. You'd better beware....This mission is stamped IMPOSSIBLE!"""
"Jinks","","Region Not Set","","Atari, Inc.","Softgold","1989-01-01","1","No","Action","","You are about to embark on one of the most dangerous missions of your career. As a renowned Star Fleet pilot, you have been selected to command an exploration party in a journey across the galaxy to investigate the mysterious planet JINKS. An enigma for centuries, JINKS is a lush, resource-rich world, and could be the key to the desperate need for human expansion in space. It is apparently capable of supporting life, yet it is curiously uninhabited--or is it?
 A routine research mission goes haywire when scouting your probe across the planet's surface leads you and your crew into a deadly game of cat and mouse. Can you escape from these fiendishly clever traps before your probe and its occupants are miniaturized or annihilated?"
"Joust","","Region Not Set","","Atari, Inc.","Williams","1987-01-01","2","No","Platform","","Joust is a platforming game where the player controls a yellow knight riding a flying ostrich from a third-person perspective. The player navigates the protagonist around the game world, which consists of rock platforms floating above a flat island surrounded by lava."
"Jr. Pac-Man","","Region Not Set","","AtariAge","Pac-ManPlus","2009-01-01","2","No","Action","E - Everyone","""Jr. Pac-Man is another classic arcade game faithfully brought to life on the Atari 7800 by programming wizard Bob DeCrescenzo. Jr. Pac-Man follows the popular Pac-Man and Ms. Pac-Man arcade hits, bringing new features such as a large, side-scrolling maze and bonus items that not only move about the maze but also destroy power pills they come into contact with! Bob DeCrescenzo's 7800 rendition of the game is even complete with the intermissions from the arcade.""

""This fast-paced, frenetic Pac-Man experience is not to be missed!"""
"K.C. Munchkin","","Region Not Set","","AtariAge","Robert DeCrescenzo","2014-03-01","1","No","Action","","K.C. Munchkin is an Atari 7800 port of one of the better known games on the Odyssey 2 console. K.C. Munchkin is a maze game similar to Pac-Man, in which you must navigate your Munchkin through a maze to eat all twelve Munchies, all while evading the Munchers. If you eat the special Munchie (which flashes different colors), the Munchers turn purple, allowing you to eat them.

K.C. Munchkin was released for the Odyssey 2 a year before Atari was able to release Pac-Man for the 2600. However, Atari had the exclusive home console rights to Pac-Man and sued Philips to force them to cease production of K.C. Munchkin. Although Atari wasn't initially succesful, they did ultimately win on appeal, and Philips was forced to halt sales of the game."
