title,alternate_titles,region,country,publisher,developer,release_date,players,coop,genre,esrb_rating,description
"2010 FIFA World Cup South Africa","","NTSC-U","United States of America","Electronic Arts","EA Sports","2010-04-27","4","No","Sports","E - Everyone","Players choose a team from the 199 nations available and compete against the computer or against other players through online gaming services PlayStation Network or Xbox Live. All 10 official World Cup stadiums are available for play.

EA has announced that there will be gameplay improvements over FIFA 10, such as a higher rate of player fatigue for matches at higher altitudes, with an advantage to a home team who plays at a higher altitude against an away team who does not. EA has also announced that players can get injured outside of international matches."
"240p TestSuite Wii","","Other","","","","2011-01-01","1","No","Utility | Unofficial","Not Rated","240p Test Suite
===============================================================================
For full documentation and source code, please visit:
http://junkerhq.net/xrgb/index.php/240p_test_suite
===============================================================================

The 240p test suite is a homebrew software suite for video game consoles 
developed to help in the evaluation of upscalers, upscan converters and 
line doublers.

It has tests designed with the processing of 240p signals in mind, although
when possible it includes other video modes and specific tests for them. 
These have been tested with video processors on real hardware and a variety
of displays, including CRTs and Arcade monitors via RGB.

As a secondary target, the suite aims to provide tools for calibrating colors,
black and white levels for specific console outputs and setups. 

This is free software, with full source code available under the GPL.

Wii:
----
This version of the suite needs a console able to run homebrew. It supports
240p, 480i and 480p modes in NTSC, as well as their counterparts in PAL. Can
be ran from the SD Card."
"3 Game Blaster Bundle: 3D Wild West Shoot Out / Arcade Shooting Gallery / Chicken Blaster","","NTSC","","Zoo Games","Cyber Planet Interactive | 																Frontline Studios","2010-12-17","2","Yes","Action | Shooter","T - Teen","No overview is currently available for this title, please feel free to add one."
"3-2-1, Rattle Battle!","","Region Not Set","","Tecmo","","2009-08-31","1","No","","E - Everyone","Rattle to rack up points in crazy mini-games! Battle your friends to see who’s the best rattler!

3-2-1, Rattle Battle! is a party game packed with exciting mini-games. Intuitive controls mean that anyone can enjoy playing - just grab the Wii Remote and shake it to “rattle”. Great fun for single players, but the party really gets started when you register high scores on Nintendo Wi-Fi Connection to see how you measure up against players from around the globe!

?Mini-Games:

Rattle In Time: Use split-second timing to rattle at exactly the right moment!

Rattle Reflex: Test your powers of concentration!

Rattle With Caution: Rattle to move forward when the bad guy's back is turned!

Tight Rope Rattle: Rattle to move across the high wire while dodging the arrows!

Rattle-a-Kiss: Gauge the correct rattle speed to give that shy guy a push so he flies in for a smooch.

Rattle Blast: An intense duel where you need to get your rattling strength just right!

*With a total of 12 mini-games, you and your friends are in for a rattling good time!"
"3D Pixel Racing","","Region Not Set","","Microforum","","2011-07-14","4","No","Racing","E - Everyone","Classic 8-bit graphics clash with the modern 3D era – welcome to the world’s first 3D pixel retro-cool racing game.
Challenge up to four friends in crazy race modes. Enjoy fast arcade action and unlock new tracks and cars. Turn on your headlights and experience the thrill of a night race. Select your favorite car and get ready to burst ahead in the first 3D pixel championship of the world. Game modes include Single Race, Championship, Capture the Flag, Hot Pursuit and Time Trial. Variable weather conditions (sun, fog, rain, snow) are also included."
"428: Fuusa Sareta Shibuya de","","Region Not Set","","Sega","Chunsoft","2008-12-04","1","No","Adventure","T - Teen","428: Fusa Sareta Shibuya is a visual novel is set in the neighborhood Shibuya in Tokyo , where the story is presented using a combination of scrolling text, still images and live-action video sequences. The title became famous among connoisseurs since it is rated a perfect score of 40/40 by the famous magazine Famitsu ."
"5 Arcade Gems","","Other","","Nordcurrent","Nordcurrent","2010-04-26","4","No","Party","E - Everyone","Collection of five wacky arcade games.

Welcome to 5 Arcade Gems, a collection of five wacky arcade games. You can play alone or together with your friends - you will definitely find something for your taste, be it a medieval knights game or ultra-modern space shooter.

Features

• Compete with other knights to beat the Evil Wizard's challenge in Templar Bashing
• No hazard gets in the way of the dutiful Pizza Jungle Delivery company, not even the fierce savages who won't tip!
• Outsmart your competitors in RC Buggy Madness.
• Demonstrate your skills and reflexes in Lumberjack Trials.
• And of course, no adventure is complete without some deep space alien-bursting action in Whirling Rangers."
"5 in 1 Solitaire","","Other","","Digital Leisure Inc.","","2010-02-01","1","No","Board","E - Everyone","Now you can play five of the most popular solitaire games on your Wii console!

Now you can play five of the most popular solitaire games on your Wii console! 5 in 1 Solitaire features the always popular Klondike, Spider and FreeCell games as well as the unique Golf and Gaps versions of solitaire. Each of these versions has a unique gameplay style that is easy enough for any novice player to enjoy, but will also challenge the expert solitaire player. You’ll also be able to view tutorials for each game as well as track your scores and gaming stats to see your progress. See how fast you can win!"
"5 Spots Party","","Other","","Cosmonaut Games","Cosmonaut Games","2009-07-20","4","No","Puzzle","E - Everyone","Have fun with the entire family and compete in the different play modes!

5 Spots Party is a game of skill for all ages based on the popular game of finding 5 differences.

In its three playing modes, the goal is to find the greatest number of differences in the pictures shown. In the party modes, you must compete with other players and find as many mistakes as possible. In the 1 Player mode, you must find the differences before time runs out in order to to beat the game’s highest scores.

How far do you think you can go?

Features:

• 5 different game modes.
• For All Ages. Everyone can play. It is fun to play alone or in a group.
• Fun Photos. The photos are funny and varied, and the players enjoy their content.
• Surprising Mistakes. We have worked with over 6 different types of errors (shape, size, colour, arrangement, existence and distortion), and we have designed different difficulties. Many of the mistakes used boost the original photo.
• Number of Photos. The game consists of over 300 photographs of different subjects and types. From landscapes to drawings, as well as everyday shapes or scenes, the variety of subjects has been a key point in the development of the game.
• We created special algorithms that make it nearly impossible to repeat the same differences in the same photo. The game includes 333 photos.
• Simplicity. The player controls the game in just a few seconds. The mistakes can be selected in either the left or right photo, the double cursor was enabled to make it easier to highlight the mistakes, and player aids have been implemented, such as controller vibration when the players are near mistakes."
"A Boy and His Blob","","Region Not Set","","Majesco Entertainment","WayForward Technologies","2009-10-13","1","No","Puzzle | Platform","E - Everyone","The ""blob"" is capable of a number of transformations in order to traverse the game's puzzles, such as a parachute to avoid damage from falls.A Boy and His Blob is a 2D puzzle platformer. The main characters progress through a variety of levels with various obstacles to get to the end of the level and move on to the next. The protagonist feeds the blob jelly beans in order to transform it into one of fifteen different objects that can be used to solve puzzles and defeat enemies. Unlike the NES game in which only the jellybean flavor was displayed, the Wii version uses a more intuitive menu that shows each transformation."
"A Monsteca Corral: Monsters vs. Robots","","Region Not Set","","Onteca","","2010-08-16","4","No","Puzzle","E - Everyone","No longer is planet Monsteca the harmonious world it once was—overrun by a robotic army set out to rule and conquer.
No longer is the planet Monsteca the harmonious world it once was—it's been overrun by a robotic army set out to rule and conquer. Monsteca natives, the Stompies, have no choice but to run or be captured. Unable to defend themselves against such heavy machinery, the Stompies must rely on the strength of their herd to work together and defeat the meddling robots. You take control of the Stompies, cute and not so bright monsters, who once awoken, need help to avoid being captured by invading robots. It is your duty to guide them successfully through each level.

• A fun, full 3D strategy game with a strong sense of flow.
• 20 levels to conquer with hours of gameplay."
"A Shadow's Tale","Lost in Shadow | Kage no Tō","PAL","","Hudson Entertainment, Inc.","Hudson Soft","2010-10-15","1","No","Platform","Not Rated","No overview is currently available for this title, please feel free to add one."
"ABBA: You Can Dance","","NTSC-U","United States of America","Ubisoft Entertainment","Ubisoft","2011-11-15","4","No","Music","E10+ - Everyone 10+","Dance to 26 hits including Dancing Queen, Mamma Mia and Waterloo. The game is a spin-off of the Just Dance series."
"AC/DC Fan Pack","AC/DC Live: Rock Band Fan Pack","Region Not Set","","MTV Games","Harmonix Music Systems","2008-11-16","4","Yes","Music","T - Teen","The Fan Pack edition of the AC/DC Live: Rock Band Track Pack. The Fan Pack comes in a big box that includes the game, the ""No Bull: The Director's Cut"" live DVD, and an AC/DC Black Ice logo t-shirt (size large)."
"AC/DC Live: Rock Band","","PAL","Australia","MTV Games","Harmonix Music Systems","2008-12-19","4","No","Music","T - Teen","No overview is currently available for this title, please feel free to add one."
"AC/DC Live: Rock Band Track Pack","","NTSC","United States of America","MTV Games","Harmonix Music Systems","2008-11-16","4","Yes","Music","T - Teen","The majestic power of AC/DC is about to be unleashed... and you are in the band! Firing cannons, shattering eardrums and leaving nobody un-rocked, you are there as AC/DC plays one of its landmark gigs."
"Academy Of Champions: Soccer","","NTSC-U","United States of America","Ubisoft Entertainment","Ubisoft","2009-11-03","2","No","Sports","E - Everyone","Academy Of Champions: Soccer features a story mode set at a magical soccer academy, in which the player must build a group of five players to challenge other teams. Academy of Champions features arcade-style soccer, focusing on tricks, shooting, and the whimsical nature of the academy.

Academy of Champions has a main story mode and a supplemental quick-play mode to allow the user to play a single match by themselves or with a friend. The story mode takes place at Brightfield Academy, a magical soccer academy featuring Pelé and Mia Hamm in cartoon form as the masters of the academy."
"Action Girlz Racing","","NTSC-U","United States of America","Metro3D, Inc.","Conspiracy Entertainment Corp.","2008-01-29","4","No","Racing","E - Everyone","Action Girlz Racing puts you in the driving seat in a completely new and wonderful way! For the first time ever you can pick your favorite Action Girl and take to the roads to race around fairy-tale castles, holiday resorts and even through school corridors while the teachers aren't looking! Best of all are the Action Girlz themselves. Meet Kat, an action girl with no fear - she will take anything on! Latisha is so cool you have to check her for a pulse - nothing riles this girl! Bianca is all about being a professional - she has it all! The 'Action Girlz' are here, so grab your lipstick, start your engines and get ready to race!"
"Active Life: Explorer","","NTSC-U","United States of America","Bandai Namco Entertainment","Bandai Namco Entertainment","2012-10-19","1","No","Sports","E - Everyone","Active Life: Explorer is a sports video game, but it also mixes into a party game as well. It consists a total of 24 mini-games having their own theme – Jungle, Western, Underwater, Snowy and more. In each of the modes, players choose a character or make a new one if there are free character slots. Players also have the ability to use their Mii characters as well."
"Active Life: Extreme Challenge","Family Trainer: Extreme Challenge","Region Not Set","","Bandai Namco Entertainment","Bandai Namco Entertainment","2009-08-11","1","No","Sports","E - Everyone","The game uses a mat to play mini-games. The game-mat is different from the mat that is used in Dance Dance Revolution. Sports such as:
    Kiteboarding
    Rock Climbing
    Skateboarding
    Inline Skating
    Street Luge
    Basejumping
    BMX
    Wakeboarding
    Acrobatic Double Dutch Skipping
    Mountain Biking
    Go-Karting"
"Active Life: Magical Carnival","","NTSC-U","United States of America","","","2011-10-25","4","Yes","Party","E - Everyone","Active Life: Magical Carnival is a multiplayer, family-friendly Action-Party game that allows families and friends to visit an amazing and active theme park without leaving home. The game is a part of the popular Active Life franchise exclusively for play on Wii and utilizes the Active Life mat controller (not included). Designed for multiplayer fun, Active Life: Magical Carnival supports up to 10 players in cooperative and competitive play. Additional features include: dozens of themed carnival attractions, four multiplayer modes and multiple difficulty levels. 

Trapeze gameplay from Active Life: Magical Carnival 
An exclusive carnival party for Wii.
View larger. 

An Exclusive, Active Multiplayer Carnival Experience for Wii



Grab your friends and family and experience a virtual theme park like no other with Active Life: Magical Carnival. Explore an array of dozens of vividly imagined carnival attractions, including haunted houses, a lively circus tent, a pirate ship on the high-seas, a colorful parade and exciting fantasy zone. A veritable thrill-ride of activities will keep you moving as you tame lions, steer pirate ships, explore game areas, ride a flying carpet and much more, all from the comfort of home. 

Combined mat and Wii Remote control example from Active Life: Magical Carnival 
Simple, clear controls.
View larger. 

Load of Modes

Active Life: Magical Carnival contains a play mode to suit every player. 'Party at the Park' mode lets up to 10 players play in a series of individual or team-based activities that gives everyone a chance to get in on the action, while 'Dream Attraction' mode allows one to four players to experience dozens of themed carnival attractions including: Circus, Parade, Horror, Pirate and Fantasy attractions. The versatile 'Free Play' mode offers easy access to individual attractions. Finally, invite a friend to the carnival in the two-player 'Let's Go Out' mode. In this option you can send an invite to a Mii on your Mii Plaza to spend some quality time with that special someone. 

Key Game Features
•Fun and active carnival style Party play suitable for the whole family
•Dozens of themed carnival attractions including a: Circus, Parade, Horror, Pirates and Fantasy
•Utilizes the Active Life mat controller (sold/bundled separately)
•Mat controller supports up to 2-players simultaneously
•A wide range of multiplayer modes makes it fun for everyone: •Party at the Park mode lets up to 10 players play in a series of individual or team-based activities that gives everyone a chance to get in on the action
•Dream Attraction modes allows up to 4 players play through dozens of themed carnival attractions including: Circus, Parade, Horror, Pirate and Fantasy attractions
•Free Play mode lets you dive right into individual attractions quickly
•Let's Go Out mode lets you invite a friend to the carnival in a two-player party

•Multiple difficulty options to cater to all skill levels"
"Active Life: Outdoor Challenge [Mat Bundle]","","NTSC-U","","Bandai Namco Entertainment","h.a.n.d. Inc.","2008-09-09","2","Yes","Puzzle","E - Everyone","Jump into the fun with Active Life Outdoor Challenge. The first of many planned titles in the new Active Life series, Outdoor Challenge offers a variety of fast-paced, heart-pumping games that will engage your whole body for a fun and challenging experience.
'Active Life Outdoor Challenge' game logo 

Using the specially-designed eight pad Active Life mat and the Wii Remote, players get totally physical as they compete in over a dozen single and multi-player challenges like river rafting, mine-cart adventure, log jumping, and more. Simple controls and intuitive actions make these games easy to pick up and play right out of the box and in the process will get you and your whole family off the couch and into the game in no time.

Game Features:
•The Active Life Mat - A fun and easy way to get off the couch and get hearts pumping.
•Gameplay Variety - Play over a dozen fast-paced games, alone or with friends,in energetic events that gets players’ whole bodies into the action.
•Intuitive Gameplay - Simple controls allow for quick pick up and play. Great for parties.
•Play Together - With both competitive and co-operative challenges.
•Track Character’s Fitness Progress - See your character’s body change according to how you play.
•Tremendous Replay Value - Over a dozen games, each with multiple levels of play: river rafting, mine-cart adventure, log jumping, see-saw, jump rope, water trampoline, plus many more.
•Other Features - Includes training mode to work different body parts and synchronization gauge to check the level of team work in cooperative play."
"ActRaiser","","Other","","Square Enix","Quintet","2007-05-28","1","No","Action | Adventure | Platform | Virtual Console","E10+ - Everyone 10+","A masterpiece of game design originally released in the early days of the Super Nintendo Entertainment System, ActRaiser’s enduring popularity stems from its revolutionary combination of action- and simulation-based game play. The user plays the role of the Master, a dethroned deity whose once idyllic world has fallen under the control of the Evil One. Stripped of godly power, the Master must somehow put an end to the Evil One’s reign and rebuild his desolate realm.

Game play alternates between two modes: Action and Simulation. In Action mode, the Master must battle against impossible odds to pacify six lands. Pacifying a land unlocks Simulation mode. In this mode, the Master must oversee the development and repopulation of the territory he has reclaimed. In doing so, he will gain followers who gradually restore his godly might, empowering him to take back the next land and, ultimately, defeat the Evil One."
"Adibou et les saisons magiques","","PAL","France","Mindscape, Inc.","EKO Software","2009-11-13","1","No","Education","EC - Early Childhood","Adibou et les saisons magiques (Adibou and the magical seasons) is a party game for kids. Adibou invites players to discover the magic of the seasons in the garden, the greenhouse and the vegetable plot of his house.

The kids can play alone or with a friend. The game includes about ten mini-games. For example, you have to: guide bees from flower to flower in springtime, make organic fertilizer with leaves in autumn or learn how to use water in summer wisely.

If the kids unlock all mini-games and complete missions, they get new seeds to plant, recipes to bake fruits and vegetables, and stuff to decorate one's virtual house tree. Next to the mini-games, the kids can just play with Adibou to understand the season's cycle.

The entire game is voiced so that little children are able to play, even if they don't know how to read."
"Adventure Island: The Beginning","","Region Not Set","","Hudson Entertainment, Inc.","Hudson Entertainment, Inc.","2009-04-07","1","No","Platform","","Master Higgins, the skateboard-riding, grass skirt-wearing hero, is back for more classic platforming action!

ADVENTURE ISLAND: The Beginning comes to the Wii console with exciting new skills and elements! Learn how to use new skills while exploring Adventure Island from coast to coast. Search for Golden Melons hidden throughout the stages and minigames. When obtaining Golden Melons, you'll be able to purchase various items to help you on your adventure. Items purchased will increase your attack power or enable you to reach places you couldn't get to before. Fulfill certain requirements while playing in any of the modes to achieve a Master Higgins Feat. You will be awarded a Master Higgins costume for doing so."
"Adventure on Lost Island: Hidden Object Game","","Other","","Ateam Inc.","","2010-09-13","4","No","Puzzle","E - Everyone","Great hidden object game fun for kids and adults! Quickly find items in every stage to complete this adventure.

Great hidden object fun for kids and adults! Quickly find items in every stage to complete this adventure! Work together or compete in each stage to find the necessary items that will help the game’s hero find a way home. From seashells to sparkling jewels, do your best to find the hidden objects as fast as you can! During this adventure you will also confront ghosts and a dragon in some action stages. Lots of items for each stage and lots of excitement can be found in this hidden object game!

Each stage can be played by up to four players for great gaming fun. Family and friends can work together to get a quick clear time or compete to see who is the best at finding hidden objects in every stage! Play and enjoy together!"
"Adventures of Lolo","","Other","","HAL Laboratory, Inc.","HAL Laboratory","2007-06-08","1","No","Puzzle | Strategy | Virtual Console","E - Everyone","Overcome the challenges of each room in the Great Devil's castle.

After the love of his life, Lala, is kidnapped by the devilish King Egger and taken to his haunted castle, our hero Lolo sets out to rescue her. The journey is perilous, as the Great Devil’s fortress is guarded by a massive army. But Lolo has a few tricks up his sleeve! He can move blocks to trap enemies, clear a path, or use as a shield. He can also activate the Magic Shot that will turn enemies into eggs. But watch out as a single touch from these creatures could spell trouble for our hero! Combining clever environmental puzzles with tricky enemies and an engaging style, Adventures of Lolo is a true classic!"
"Aero the Acro-Bat","","Other","","SUNSOFT","Iguana Entertainment","2010-07-23","1","No","Action | Platform | Virtual Console","E - Everyone","No overview is currently available for this title, please feel free to add one."
"AFL","","Region Not Set","","Tru Blu Entertainment Pty Ltd","Wicked Witch Software","2011-05-19","4","No","Sports","E - Everyone","Australian Football League features:

16 stadiums.
5 different leagues (AFL, VFL, TAC Cup, NAB U18's National Championships, International Cup).
Over 70 licensed teams.
Arcade style gameplay.
29 player attributes.
10 year career management mode.
5 mini games."
"Agatha Christie: And Then There Were None","","NTSC-U","","The Adventure Company","AWE Productions, Inc.","2008-02-25","1","No","Adventure","E - Everyone","Agatha Christie: And Then There Were None is the title of a 2005 point-and-click adventure game developed by AWE Productions and published by The Adventure Company for Microsoft Windows. It was the first in The Adventure Company's Agatha Christie series. The game is a detective murder-mystery; it begins with nine people, including Patrick Narracott, the playable character, who meet and journey to the fictional Shipwreck Island. There, two additional onscreen characters are introduced, and the story then follows the events that unfold.

And Then There Were None retains most of the basic plot elements of Agatha Christie's novel of the same name, with the major differences being the inclusion of the playable character, Patrick Narracott, and the creation of a range of possible endings. In order to further the connection between the game and its source material, Christie's novel is included in the North American release of the game."
"Agatha Christie: Evil Under the Sun","","NTSC-U","United States of America","The Adventure Company","AWE Productions, Inc.","2007-12-07","1","No","Adventure","T - Teen","Evil Under The Sun features Hercule Poirot as the protagonist, it also features numerous improvements and expanded gameplay elements, with a new inventory system, dialogue choices, and more environments. While players take the role of Poirot, they are actually playing as Captain Hastings playing as Poirot, in an interactive scenario designed by Poirot in order to allow his long-time friend a chance to solve the mystery in the way Poirot would.

The game's plot follows Poirot as he investigates the murder of a noted actress on an island. It is divided into two sections: story-time, in which Poirot uncovers the secrets of Seadrift Island and real-time, in Poirot's office in London in which the player, as Captain Hastings, can request hints, review information and consult the locations of the suspects on a wall map."
"Agent Hugo: Lemoon Twist","","Region Not Set","","NDS Software","Coyote Developments Ltd","2008-05-29","1","No","Action | Platform","E - Everyone","The evil Dr. Hypno has embarked on a dastardly plot to take over the world. He has built a hypno-satellite, which he plans to launch into space from his secret island fortress, guarded by his hyper-mad-hypnotised minions. Once again Agent Hugo returns as the ever-resourceful secret agent in a battle against time to stop this mad scientist. Enjoy hours of fun as Agent Hugo in an exciting adventure with his top secret team ready to help him through his most daring mission to date.
Will he manage to find the secret hiding place of Dr Hypno and stop his vicious plan before it is too late? Good luck Agent Hugo ... this time you'll need it."
"Aha! I Found It! Hidden Object Game","","Region Not Set","","Ateam Inc.","","2010-01-25","4","No","Puzzle","E - Everyone","A hidden object game for everyone! Do your best and quickly find items among a crowd of objects onscreen.
A hidden object game for everyone has come to the WiiWare service! Do your best and try to find 12 particular items among a crowd of objects onscreen as fast as you can! From big fish to tiny earrings. Easy to find items to very well hidden items. Lots of items and lots of fun can be found in this hidden object game! Unlike most other hidden object games, play along with friends and family and compete to see who best at finding the hidden objects in each stage! (Up to 4 players) With 10 stages in total and over 277 different items, there is plenty of searching fun to enjoy! Also, with many items changing position each time you play, you can enjoy each stage again and again! Play and enjoy together!"
"Air Zonk","","Other","","Hudson Entertainment, Inc.","Hudson Soft","2007-07-09","1","No","Shooter | Virtual Console","E - Everyone","Air “Zonk” is a spin-off of the popular Bonk’s Adventure series. This side-scrolling shooter retains the same cartoonish style of Bonk, but is set in a cyberpunkesque future. The powered-up Zonk gathers his friends to form Team Cool, and they set out to stop King Drool’s plan to conquer the world. Choose from 3 levels of difficulty and 3 types of Friend Modes. Shoot King Drool's cyber robots and avoid their attacks while collecting the Air Bones to unleash a variety of attacks. Enjoy unique moves such as combining with a friend to create an invincible hybrid form or blasting enemies with a charged attack. Air “Zonk” is filled with humor, like its wacky theme song that plays when you post a huge score or when your game is over."
"Airport Mania: First Flight","","Region Not Set","","Lemon Games, SL","","2010-11-29","4","No","Life Simulation","E - Everyone","Pack your bags for an exciting trip to fun with Airport Mania!

Pack your bags for a trip through the skies in Airport Mania! Travel through eight amusing airports while you land a variety of planes, purchase upgrades, and avoid delays. Stay on your toes as some planes carry precious cargo and will need to land in a hurry, while others might need a trip to the repair shop. But, with good planning, you're sure to make it to the gate on time! With unique challenges, whimsical characters, and fun that'll put a smile on your face, Airport Mania is one flight you can't miss!"
"Aladdin Magic Racer","","NTSC","United States of America","Red Wagon Games","Neko Entertainment","2011-12-27","4","No","Racing","E - Everyone","Have you ever dreamed of flying a magic carpet through wild race tracks in the midst of scenery inspired by the most beautiful places in the universe? Then it's time to take the controls!"
"Aladin Magic Racer","Aladdin Magic Racer","PAL","United Kingdom of Great Britain and Northern Ireland","Bigben Interactive GmbH","Neko Entertainment","2010-04-30","4","No","Racing","Not Rated","Have you ever dreamed of flying a magic carpet through wild race tracks in the midst of scenery inspired by the most beautiful places in the universe? Then it's time to take the controls!"
"Alan Hansen's Sports Challenge","","Region Not Set","","Oxygen Games, Inc.","Oxygen Games","2007-10-26","4","No","Sports","Not Rated","Hansen, with his considerable expertise and experience, is the natural choice to chair this sports-oriented quiz. Brave Hansen's dry wit as you put your sporting knowledge to the ultimate test in Alan Hansen's Sports Challenge - Serious Sport. Serious Challenge. Serious Fun!"
"Alex Kidd in Miracle World","","NTSC-U","United States of America","Sega of America, Inc.","Sega R&D2","2008-06-23","1","No","Platform | Virtual Console","E - Everyone","Alex Kidd in Miracle World is a platformer video game for the Master System. It was released in Japan on November 1, 1986, in North America the following month, and in Europe in 1987. It was later built into many Master System and Master System II consoles."
"Alex Kidd in Shinobi World","","Other","","Sega of America, Inc.","Sega R&D2","2010-02-01","1","No","Action | Platform | Virtual Console","E - Everyone","The Dark Ninja, who was banished 10,000 years ago, has returned to rule Miracle World. He also takes young Alex's girlfriend and use her as a sacrifice. To help Alex defeat the Dark Ninja and rescue his girlfriend, a god enters Alex's body, causing Alex to become a ninja master.

There are four rounds, with three levels each. Alex travels through locations like office blocks, construction sites, shipyards, and jungles. He must go through each level defeating ninjas, wildlife and others."
"Alex Kidd in the Enchanted Castle","","Other","","Sega of America, Inc.","Sega R&D2","2007-04-09","1","No","Platform | Virtual Console","E - Everyone","No overview is currently available for this title, please feel free to add one."
"Alien Crush Returns","","Region Not Set","","Hudson Entertainment, Inc.","","2008-11-03","4","No","Action","E - Everyone","Sci-Fi Pinball Action! Defeat an alien army and go online to compete for a high score!

Alien Crush Returns is the ultimate incarnation of the popular TurboGrafx pinball classic, Alien Crush. Boasting innovative game play and control features, this is one Wii experience that you don't want to miss! With all the ball-blazing simplicity and flipper-action thrills of standard pinball, Alien Crush Returns has all the visual and digital elements that you've come to expect in a video game, including grotesque, eye-stunning playfields as well as unique Action Ball gimmicks that redefine the fun and excitement of pinball. You can even nudge the machine with your Wii Remote controller. What's more, you can connect via Nintendo Wi-Fi Connection to enjoy a variety of features, such as four-player head-to-head action, high-score competitions, and Extra Stage downloads."
"Alien Monster Bowling League","AMBL","NTSC","United States of America","Destineer","Perpetual FX Creative","2009-10-20","2","No","Sports","E10+ - Everyone 10+","Aliens! Monsters! Bowlers! You might be the best bowler in the world, but are you the best bowler in the Galaxy? Compete against humans, aliens and monsters in this interstellar twist on league bowling. It takes more than a good hook shot to compete in the Alien Monster Bowling League. Power moves, special balls and Whammies bring a whole new dimension to the lanes for a bowling experience that is out of this world!"
