title,alternate_titles,region,country,publisher,developer,release_date,players,coop,genre,esrb_rating,description
"1943 Kai: Midway Kaisen","1943 改: ミッドウェイ海戦 | 1943 Kai: Middowei Kaisen","NTSC-J","Japan","Capcom","Capcom","1988-06-01","2","Yes","Action | Shooter","E - Everyone","1943 Kai: Midway Kaisen is a 1988 arcade video game developed and released by Capcom in Japan on June 1, 1988.

This updated version was released exactly one year after the original game's debut. 1943 Kai is an enhanced, ""wild"" version of 1943 that was made only available in Japan under the name 1943 Kai: Midway Kaisen. Most of the graphics and sounds have been reworked, the weapons have been made more extreme and some fairly strange things (laser-firing WWII planes and ships that run on ground) have been added. The trademark P-38 has been replaced with a biplane, the Boeing-Stearman Model 75."
"1943: Midway Kaisen","1943: The Battle of Midway | 1943: 年 ミッドウェー海戦 | 1943: Middowei Kaisen","NTSC-J","Japan","Capcom","Capcom","1987-06-01","2","No","Action | Shooter","E - Everyone","1943: Midway Kaisen is a 1987 arcade video game developed and released by Capcom in Japan on June 1, 1987."
"1943: The Battle of Midway","","NTSC-U","United States of America","Capcom USA, Inc.","Capcom","1987-10-01","2","Yes","Action | Shooter","E - Everyone","1943: The Battle of Midway is a 1987 arcade video game developed by Capcom and released by Capcom USA in the USA on October 1, 1987.

1943: The Battle of Midway is the sequel to the 1984 arcade video game, 1942.

The game is set in the Pacific theater of World War II, off the coast of the Midway Atoll with the Imperial Japanese Armed Forces as the main group of antagonists. The player takes the role of an unnamed U.S. Navy ace pilot seeking revenge to defeat the Japanese naval aerial forces that attacked the American aircraft carrier, destroy all Japanese air and sea forces, fly through the 16 stages of play, and ultimately destroy the battleship Yamato, the game's final boss. 11 of these stages consist of an air-to-sea battle with a battleship or an aircraft carrier as the stage boss, while 5 stages consist of an all-aerial battle, either against a squadron of multiple strategic bombers or a single heavy bomber, the latter requires the player to shoot its engines to destroy it.

As in 1942, players pilot a P-38 Lightning. Controls are also similar: button 1 fires main weapons, and button 2 performs two special actions: one of three special lightning attacks in exchange for some of the player's fuel, or a loop maneuver like in 1942 if buttons 1 and 2 are pressed simultaneously. Indeed, players now have only one life, in the form of a large ""fuel"" meter; constantly depleting, but refillable by collecting various powerups. In 2-player mode, when both players overlap their planes on screen, the energy bar can be transferred from the player with more fuel to the player with less. Destroying a complete formation of red enemy planes will result in a power-up, such as a health boost or a new main weapon.

There are cheat codes, different for every stage, ranging from holding down a fire button or pointing the joystick in a certain direction; player(s) are rewarded with fully upgraded weapons."
"1943: The Battle of Midway Mark II","","NTSC-U","United States of America","Capcom USA, Inc.","Capcom","1988-10-01","2","Yes","Action | Shooter","E - Everyone","1943: The Battle of Midway Mark II is an unofficial USA version of 1943 Kai: Midway Kaisen, which is a Japanese-only release that introduced some modifications to sprites and gameplay to the original 1943. Probably a hack where airplane sprites are from 1943 Kai but backgrounds are from the original 1943."
"1944: The Loop Master","","Region Not Set","","8ing/Raizing","Capcom","2000-06-20","2","No","Action | Shooter","","The game takes place in the heated battles of 1944 during the Second World War as a super ace pilot attempts to defeat an entire army. The game operates and plays like most standard shooters. The objective of every level is to shoot enemy planes, tanks, trains, turrets, battleships, and defeat the boss after each level. Unlike its predecessor, 19XX: The War Against Destiny, the game plays more like the early games in the series."
"1945 Part-2","","Other","China","","","1994-01-01","2","Yes","Action | Shooter","Not Rated","No overview is currently available for this title, please feel free to add one."
"1945k III","","Region Not Set","","Oriental Soft","Promat","2000-01-01","2","No","Action | Shooter","","1945kIII is a scrolling shooter arcade video game. It was developed and published by the Korean developer Oriental Software in 2000.

In this game, the player controls a fighter and has to shoot as many enemy fighters as possible while the stage is moving forward. There are many bonuses and new weapons available. The gameplay is reminiscent of several 1980s scrolling shooter arcade video games, and is therefore considered a retro game."
"19XX: The War Against Destiny","","Region Not Set","","Capcom","Capcom","1995-12-07","2","Yes","Action | Shooter","","19XX: The War Against Destiny is a vertical scrolling shooter arcade game made by Capcom in 1995 (copyrighted in 1996). The game is the 4th of a series of World War II vertical shooters made by Capcom. The story takes place before a fictional war (Hence, the 19XX) as a lone pilot tries to defeat an entire army/evil organization from starting another World War, which soon escalates to a nuclear apocalypse."
"2 on 2 Open Ice Challenge","","Region Not Set","","Midway Games","Midway Games","1995-11-01","4","No","Sports","","A four-player hockey game with 1995 NHL players and teams.

Just imagine NBA Jam, then replace basketball with hockey. You pick a team and then play for the Stanley Cup."
"2020 Super Baseball","Super Baseball 2020","NTSC","","SNK","SNK","1991-01-01","2","No","Sports","Not Rated","Super Baseball 2020 is a futuristic baseball video game. It was first released in Japan for the Neo Geo in 1991, and then it was later released in North America for the Mega Drive/Genesis (ported by NuFX and released by Electronic Arts) and Super Nintendo Entertainment System (released by Tradewest) in 1993.

The game follows the basic rules of baseball, but there are several upgrades since the game takes place in the year 2020. The most obvious difference from real baseball is that some of the characters in this game are robots. All the human characters are equipped with powerful armor, computer sensors, and jet-packs for improved offense and defensive skills."
"3 Count Bout","","Region Not Set","","SNK","SNK","1993-04-23","2","No","Fighting | Sports","","3 Count Bout by SNK Corporation attempts to take you into the world of professional wrestling by giving you control of one of many different wrestlers as you fight both in the ring and in the seedy underworld in your quest to become an accomplished wrestling champion. Choose from one of ten different characters, each with his own strengths and weaknesses, and employ your wrestling moves using a combination of three buttons. There are also a number of hidden moves and combinations which can be unlocked for even greater variety in the gameplay. When you have your opponent on the mat, keep him there until the count of three and you've won the match. In two-player mode, you can either take on your opponent in a match or wrestle tag team. This game uses the Neo-Geo MVS cartridge system."
"3 On 3 Dunk Madness","","Region Not Set","","Video System Co., Ltd.","Video System Co., Ltd.","1995-01-01","4","Yes","Sports","","A basketball game from Video System."
"3-D Bowling","","Region Not Set","","Meadows Games, Inc.","Meadows","1978-01-01","2","No","Sports","","A black-and-white bowling game from Meadows, produced in 1978."
"4 En Raya","","Region Not Set","","IDSA","IDSA","1990-01-01","2","No","Puzzle","","A puzzle game from Spain. Line up your pieces 4 in a row either vertically, horizontally or diagonally. You can also shoot your opponent's piece to cancel their turn. This game is very similar to the popular board game Connect 4."
"4 Fun In One","","Region Not Set","","Armenia Ltd.","Armenia Ltd.","1981-01-01","1","No","Action","","A multi-arcade game with 4 different games in 1. They are:

1. Galactic Convey
2. Scramble PT 2
3. Galaxian PT 5
4. The Ghost Muncher PT 3"
"4 Player Bowling Alley","","Region Not Set","","","Midway","1979-05-01","4","No","Sports","","A black and white bowling game for up to four people. Players roll a multi-colored trackball to simulate throwing a bowling ball down the alley. Attempt to knock down all the pins."
"4-D Warriors","","Region Not Set","","Sega","Coreland","1985-01-01","1","No","Shooter","","The game is a horizontal scrolling shooter in which you take control of a jetpack propelled space warrior who travels between parallel universes and worm holes (hence 4-D or 4 dimensions) throughout the game. By flying over the top of the play field, you end up in an alternate universe. You travel back and forth defeating enemies until you reach a boss creature. On some occasions a worm hole will appear in the middle of the play field and you are taken to even stranger worlds."
"4Nin-Uchi Mahjong Jantotsu","","Region Not Set","","","Sanritsu","1983-01-01","","No","","","4 Nin Uchi Mahjong (４人打ち麻雀, lit. ""Four Player Strike Mahjong"")[3] is a Family Computer video game about mahjong. It was only released in Japan using the Japanese language and it was Nintendo's second mahjong game ever made.[2] The player can play against one to three computer opponents[2] using the tiles associated with the Japanese variation of the game[4] This is also known as the 立直, リーチ (Ready Hand) variation. Spreading to most mahjong-related video games after this one, it has become the most widely accepted form of Mahjong to the Japanese gamer. The ""tiles remaining counter"" would serve as a reminder to players about the status of the deck."
"600","","Region Not Set","","Konami","Konami","1981-01-01","2","No","Puzzle","","600 is your standard maze game (one of dozens released in the wake of ""Pac-Man"", with a few twists. The game begins by showing your turtle entering a building (a very early 'cut scene'), you are then presented with the first maze. Each maze has several boxes (with question marks on them), scattered around. You must open these boxes one at a time by walking on to them. Each box contains either an enemy race car (who will pursue you), or a 'KidTurtle'. The 'KidTurtles' are what you are looking for here. When you find one it will climb onto your back, and you have to take it back to the turtle house which will be located in one of the corners. After you rescue a few turtles the game becomes more difficult because of the amount of baddies that you will have released. However, you have some energy you can use to lay land mines. You can drop these in the path of a baddie, and cause him to freeze temporarily (you can safely walk over frozen baddies). A new game screen starts after you rescue all the 'KidTurtles'. After 8 levels you get to watch a small ending sequence, and then the game starts over with increased difficulty."
"64th. Street: A Detective Story","","NTSC","","Jaleco Ltd.","C.P. Brain","1991-01-01","2","Yes","Fighting","Not Rated","The story starts out in a typical Double Dragon/Final Fight style setting at 64th Street with two protagonists: Rick (Anderson), a calm and intelligent, 35-year old professional private detective and manager of the detective agency; and Allen (Tombs), a 19-year old, reformed delinquent trained by Rick, who is ""short-tempered and violent when angry"". At the start of the plot, an evil corporation known as the Legacy organization, kidnapped the daughter of a mid-aged rich man and left him a letter explaining why they kidnapped her.

Late one night, before Rick and Allen was about to close their office, the mid-aged rich man, rushed inside the office while being exhausted. He asked for support on saving his daughter and gave the letter to Rick and Allen. The next day, Allen notices an advertisement in the classifieds with similar sentence structure to the letter left by the kidnappers. Rick couldn't understand it so easily, until Allen told him to look cautiously at both, the letter and the ad. They soon realised that the writing was actually a secret code, only understood by certain crime lords, so Rick and Allen struggled toward the main base of the Legacy organisation to find the truth and save the kidnapped daughter. The setting later takes on a steampunk feel as it goes along, coming to a head in a battle inside a blimp."
"7 e mezzo","","Region Not Set","","","","1980-01-01","1","No","Strategy","Not Rated","7 and half is an Italian card game similar to Blackjack. The aim of the game is to make the total of their cards approaching more than 7 and a half of the dealer's cards, but not more than 7 and a half. 7 and half is played with a deck of 40 cards. You can choose from Spanish style Neapolitan cards."
"720 Degrees","720°","Region Not Set","","Atari Games","Atari Games","1986-12-01","2","No","Sports","","720 Degrees, or 720°, is a 1986 arcade game by Atari Games. 720°, a skateboarding game, is notable in that along with BMX Simulator, it is one of the first extreme sports video games, and has a unique timed structure that requires the player score points in order to keep the game going. The game's name comes from the ""ultimate"" trick, turning a full 720° (two complete circles) in the air after jumping off a ramp. 720° has the player controlling a skateboarder ripping around a middle-class neighborhood. By doing jumps and tricks, the player can eventually acquire enough points to compete at a skate park."
"7jigen no Youseitachi: Mahjong 7 Dimensions","","Region Not Set","","","Dynax","1990-09-01","","No","","","7jigen no Youseitachi - Mahjong 7 Dimensions is a Miscellaneous game, developed and published by Dynax, which was released in Japan in 1990."
"7ordi","","Region Not Set","","","","2002-03-01","1","No","Puzzle","M - Mature 17+","No overview is currently available for this title, please feel free to add one."
"8 Ball Action","Eight Ball Action","Region Not Set","","Magic Electronics","Magic Electronics","1984-01-01","2","No","Sports","E - Everyone","Use the joystick to move your aim dot around the table. Button causes ball to shoot at aim dot. Speed is determined by on-screen setting that changes between 3 speeds - Soft, Medium, Hard.
Each pocket has a point multiplier. Score for each made ball is determined by the ball number x the pocket multiplier x the round number.

You get three chances to make a ball before losing your turn. If you make a ball, you get another three chances to make another ball. A scratch causes a loss of turn."
"800 Fathoms","","Region Not Set","","U.S. Billiards, Inc.","US Billiards","1981-01-01","2","No","Shooter","","The player has to guide a submarine armed with torpedoes and missiles through five levels while fighting different underwater terrors. The game play is easy during the first five areas but it gets really tough at the later levels where the underwater landscape ""grows"" and there is not much space left for maneuvering the submarine. At the end of each area the boss-submarine appears and its firepower is not easy to overcome.
US Billiards, the 800 Fathoms maker, released 10 different machines in our database under this trade name, starting in 1973.

Other machines made by US Billiards during the time period 800 Fathoms was produced include Ab$cam, Variety, US Billiards, Video Pool, Survival, and Shark."
"86 Lions","","Region Not Set","","","Aristocrat","1985-09-01","","No","","","86 Lions is a game developed by Aristocrat in 1985 for the Arcade. A Fruit Machine Gambling Game."
"9 Ball Shootout","","Region Not Set","","E-Scape EnterMedia","E-Scape EnterMedia","1994-01-01","2","No","Sports","","9 Ball Shootout! is a 1 or 2-player 3D pool arcade game released by E-Scape EnterMedia in 1993, licensed to Bundra for distribution. You can select from either Nine Ball, Eight Ball or Straight Pool. If you win, a better computer player steps up to challenge you."
"96 Flag Rally","","Other","Korea (Republic of)","Promat Co.","","1996-01-01","1","No","Racing","E - Everyone","96 Flag Rally is a top-down racing game set in maze-like environments similar to the concept of New Rally-X."
"A Question of Sport","","Region Not Set","","","BFM","1992-09-01","","No","","","A sports quiz game."
"A.B. Cop","","Region Not Set","","Sega","Sega","1990-12-07","1","No","Racing","E - Everyone","A.B. Cop is a futuristically-themed racing game from Sega in which the player takes on the role of a law enforcement officer who must chase down and destroy the perpetrators of various crimes before the time limit expires.

At the start of each mission the player's bike is equipped with a limited number of 'Jumps' which can be used to temporarily take to the air; useful in avoiding obstacles that litter the tracks. Also, if a jump is timed correctly it's possible to drop onto and attack enemy targets from above. Additional jumps can be earned by riding over the blue 'Jump' icons that occasionally appear on the track.

A huge, heavily-armed guardian must be defeated at the end of each mission."
"A.D. 2083","","Region Not Set","","Midcoin","Midcoin","1983-01-01","1","No","Shooter","","A.D. 2083 is an 8-way scrolling pseudo-3D shoot 'em up arcade game released by Midcoin in 1983, set in 2083 . Gameplay is similar to ""Time Pilot"", except that enemies can appear from the ground or 'merge' into battle from the distance."
"AAARGH!","","Region Not Set","","Arcadia Systems, Inc.","Binary Design, Ltd.","1987-01-01","2","No","Fighting","","The goal is to find five Roc's eggs hidden among the destroyed scenery. Once an egg is discovered, the two monsters fight for possession of the egg in a one-on-one battle. When five eggs are found, the monsters make their way to the volcano, working their way around the lava flows to reach the top and claim the Golden Egg for the ultimate victory."
"Abscam","Ab$cam","Region Not Set","","U.S. Billiards, Inc.","US Billiards","1982-01-01","2","No","Platform","","A human-shaped player moves around a maze collecting money and avoiding the FBI cars. Collecting all the money moves the player to the next level.

This game looks like a sofistified hack/bootleg of Namco's ""Pac-Man""."
"Abunai Houkago - Mou Matenai","","Region Not Set","","","Green Soft","1989-01-01","2","No","","","A popular Japanese card game."
"Ace Attacker","","Region Not Set","","Sega","Sega","1988-05-04","4","No","Sports","","Ace Attacker is a volleyball game released for Sega System 16 arcade hardware. It is played from a top-down perspective."
"Ace Driver","Ace Driver: Racing Evolution","NTSC","","Namco","Namco","1994-11-01","1","No","Racing","Not Rated","Ace Driver made extensive use of the CPU Assist technique whereby a trailing player would be given a significant speed boost to allow them to catch the leading player. However, the speed boost continued for a short while after the losing player had overtaken the leader - leading to a tactic known as boosting where a player would deliberately allow themselves to lose the lead, then during the last half of the last game lap would easily take back the lead with no hope of the opposing player catching them.

Boosting also meant that straight skill races were difficult to have as CPU assist would be continually changing the losing players speed and position."
"Ace Driver: Victory Lap","","Region Not Set","","Namco","Namco","1995-01-01","4","No","Racing","","Ace Driver: Victory Lap (エースドライバー・ビクトリーラップ Ēsu Doraibā - Bikutorī Rappu) is a 3D racing arcade game released by Namco in 1995, featuring more tracks and Formula One cars (which all carry advertisements for older Namco games) than its predecessor, as well as a new championship mode, all in a modern futuristic setting."
"Acrobat Mission","アクロバットミッション","Region Not Set","","Taito Corporation","UPL Co., Ltd","1991-11-01","2","No","Shooter","","AD 2100: HUMANS EXTERMINATED BY THEIR OWN NATURE DISTRUPTION AND ESCAPE TO MARS LEAVING BIO-COMPUTER FOR ENVIRONMENTAL RECUPERATION OF EARTH. ONE DAY HALF A CENTURY AFTER HUMANS ARRIVED, MARS WAS ATTACKED BY STRANGE FLYING OBJECTES. TO FIGHT THESE ENEMIES, THE DIRECTOR-GENERAL OF THE DEFENCE AGENCY ORGANIZED THE TASK FORCE ARMY AND STARTED THE DOG FIGHT WITH INVADERS QUICLY. THE OPERATION WAS CALLED ""ACROBAT MISSION"" AS IT EXCEEDED THE PILOT'S TECHNICAL LIMIT."
"Acrobatic Dog-Fight","","Region Not Set","","Technos Japan Corp.","Technos","1984-01-01","2","No","Shooter","","Acrobatic Dog-Fight was released in 1984, but would be considered new and fresh even if it was released today. The basic goal of each level is to get to the end, but the way you get there is anything but a straight line. Your plane (which can go in any direction, pulling off loop-de-loops and such at will) has a constantly depleting fuel gauge, forcing you to do one of two things: you can shoot down other planes to refill some fuel, or you can jump out of your plane and try to hijack one from an enemy. You only have a couple of parachutes, though, so you have to be careful - if you miss your shot and don't have any left, you'll go splat. If you do have a parachute (which you can earn more of by shooting down a certain number of enemies from the same wave) you'll glide down and have to face various hazards on the road while you search for a new plane. It's refreshing how open-ended the game is laid out. Although your destination lies all the way to the right of the stage, you have free reign to go wherever you please. If you stay close to the ground you'll avoid enemies, but that also means that you'll be out of luck when you run out of fuel (which happens quickly, especially if you're using turbo). Or, you could go high and get into some seriously intense dog-fights, or even backtrack if you missed a wave of cool looking planes you want to hijack. Other decisions you have to make are based around the fuel gauge, which decreases extremely quickly. Do you focus on shooting other planes, or go the more risky route by trying to hijack? The former is usually the safe bet, but it's incredibly fun to try out all the new planes being thrown your way. You have to be careful, though, as hijacking different enemies produces different effects. While other planes are typically a safe bet, other enemies are sometimes not. For example, trying to hijack the flying pigs results in you either wasting a parachute or falling to your death, and UFO's zap you if you try to get on them. Though there isn't as much variety in the levels as I would like, there are constantly new enemies thrown at you, which are really the star of the show anyway. Through and through the action stays frantic and intense, with some opportunities for some really memorable moments. It's a perfect example of the easy to pick up, hard to master philosophy of game design. Newcomers can have a blast even when they're dying every twenty seconds, and it's an absolute blast trying to perfect your game. While I'm not usually into self-imposed challenges, it's super fun trying to finish a level without dying and keeping the same plane. Graphically, the game is astounding for 1984, and still serves the game nicely today. The colors are very bright and vivid, the cartoony art style is great, and everything moves at a brisk pace. The audio design don't fare as well, though - get ready for a lot of bleeps and bloops. One other thing to note is that, unlike so many games of the era, you don't have to start over at the beginning when you die. Instead, you start right back from where you left off. I can't express how delighted I was to find that out, because although it might be ""hardcore"", it simply sucks having to replay the beginning over and over again in other games. It might be a bit obscure, and it's not perfect, but as far as I'm concerned Acrobatic Dog-Fight is a classic and an absolute must-play.

TRIVIA
Antonio Colangelo of Senago, Italy holds the official record for this game with 1,445,050 points on July 17, 1985."
"Act-Fancer: Cybernetick Hyper Weapon","","Region Not Set","","Data East Corporation","Data East Corporation","1989-01-01","2","No","Platform","","It features a cyborg battling against alien creatures, while collecting power-ups and defeating bosses to advance levels."
"Action Fighter","","Region Not Set","","Sega","Sega","1986-11-01","2","No","Action","","Action Fighter is an overhead vehicular combat game released by Sega in 1986.

It mimics the style of other games such as Spy Hunter and MotoRace USA. The player begins the game riding a superbike. In subsequent levels a sports car, a jet via added wings, jetski, helicopter and Formula One racing car can all be driven. All of the vehicles are fully armed to deal with enemy vehicles and gun emplacements intent on stopping the player's progress. The helicopter levels play as a vertically scrolling shoot 'em up."
"Action Hollywood","","Other","","TCH International Group, LLC","TCH","1995-01-01","2","No","Shooter","E - Everyone","Action Hollywood is a top-view hack and slash arcade game released by TCH in 1995. Gameplay is similar to ""Gauntlet."" You can choose to start at a Hollywood shoot set in ""Temples of Chaos,"" ""Excaliwood,"" ""Transilvania"" or ""Galaxy War."""
"Adventure Canoe","","NTSC","","Taito Corporation","Taito Corporation","1982-01-01","2","No","Action","Not Rated","A 1982 arcade game by Taito where you row a canoe upstream while avoiding obstacles. It received a very limited release and was later included in the Egret II Mini."
"Adventure Quiz 2 Hatena Hatena no Dai-Bouken","","NTSC-J","Japan","Capcom","Capcom","1990-11-01","2","No","Puzzle","E - Everyone","A Japanese quiz game."
"Adventure Quiz: Capcom World","アドベンチャークイズ カプコンワールド","Region Not Set","","Capcom","Capcom","1989-11-01","2","No","Puzzle","","AKA: アドベンチャークイズ カプコンワールド. This is a adventure game by rolling dice to advance and answer quiz."
"Aero Fighters","aerofgt","Region Not Set","","McO'River","SNK","1992-01-01","2","Yes","Shooter","","Aero Fighters lets you choose from 8 planes, each with a distinctive character. Each character has a different mission base to suit their fighter, a huge range of power-ups and weapons, and a distinctive bomb feature for clearing the screen."
"Aero Fighters 2","","Region Not Set","","Video System Co., Ltd.","Video System Co., Ltd.","1994-07-18","2","Yes","Shooter","E - Everyone","The game is played with two buttons, with the A button firing bullets from the plane and the B button launching a special bomb attack which uses a bomb from a limited stock of bombs. Power bullets can be obtained by destroying buildings and armored enemy planes. There are 2 types of Power bullets: ""P"" Power bullets, that increases the plane's firepower by one level, and ""F"" Power bullets, that increases the plane's firepower to the maximum level instantly. The maximum level only lasts for a limited amount of shots.

When certain ground enemies and buildings are destroyed, money bonuses appear which give a random amount of points each. When the player reaches the end of the stage, the player has to face a boss ship."
"Aero Fighters 2","","Other","United States of America","McO'River","SNK","1994-07-18","1","No","The game is played with two buttons, with the A button firing bullets from the plane and the B button launching a special bomb attack which uses a bomb from a limited stock of bombs. Power bullets can be obtained by destroying buildings and armored enemy planes. There are 2 types of Power bullets: ""P"" Power bullets, that increases the plane's firepower by one level, and ""F"" Power bullets, that increases the plane's firepower to the maximum level instantly. The maximum level only lasts for a limited amount of shots.

When certain ground enemies and buildings are destroyed, money bonuses appear which give a random amount of points each. When the player reaches the end of the stage, the player has to face a boss ship.

Trailer: YouTube

ESRB Rating: E - Everyone

 ShooterGenre(s): Action","The game is played with two buttons, with the A button firing bullets from the plane and the B button launching a special bomb attack which uses a bomb from a limited stock of bombs. Power bullets can be obtained by destroying buildings and armored enemy planes. There are 2 types of Power bullets: ""P"" Power bullets, that increases the plane's firepower by one level, and ""F"" Power bullets, that increases the plane's firepower to the maximum level instantly. The maximum level only lasts for a limited amount of shots.

When certain ground enemies and buildings are destroyed, money bonuses appear which give a random amount of points each. When the player reaches the end of the stage, the player has to face a boss ship.

Trailer: YouTube

 E - Everyone

Genre(s): ShooterESRB Rating: E - Everyone","The game is played with two buttons, with the A button firing bullets from the plane and the B button launching a special bomb attack which uses a bomb from a limited stock of bombs. Power bullets can be obtained by destroying buildings and armored enemy planes. There are 2 types of Power bullets: ""P"" Power bullets, that increases the plane's firepower by one level, and ""F"" Power bullets, that increases the plane's firepower to the maximum level instantly. The maximum level only lasts for a limited amount of shots.

When certain ground enemies and buildings are destroyed, money bonuses appear which give a random amount of points each. When the player reaches the end of the stage, the player has to face a boss ship.

Trailer: YouTube

ESRB Rating: E - Everyone

Genre(s): Shooter"
"Aero Fighters 3","","Other","","","","1995-01-01","2","No","Shooter","T - Teen","Aero Fighters 3, known as Sonic Wings 3 in Japan and Europe, is a vertical-scrolling shoot 'em up arcade game released in 1995 by Video System. The Neo Geo AES version was not released in North America, but the Neo Geo MVS and Neo Geo CD versions were released in North America."
"Aero Fighters Special","","Other","","Video System Co., Ltd.","Video System Co., Ltd.","1996-01-06","2","Yes","Shooter","E - Everyone","Taiwanese version of ""Sonic Wings Limited""."
"Aeroboto","Formation Z","Region Not Set","","Jaleco Ltd.","Hect","1984-01-01","1","No","Action","","Formation Z is a side-scrolling shoot 'em up video game initially released in arcades in 1984 by Jaleco. The arcade release was distributed by Williams and known as Aeroboto outside of Japan. It was later ported to the MSX and to the Famicom, the latter being included as part of Jaleco Collection Vol. 1 for the PlayStation. More recently the Famicom version of the game was made downloadable via the Wii's Virtual Console download service in Japan.

Gameplay
Taking place in the year 2701, the player controls a robot which can transform into an aero fighter on a mission to stop an alien super weapon from reaching the Earth. The robot may move forwards, backwards and jump, and the aero fighter may travel anywhere on screen but has limited fuel in which to do so. A combination of the two must be used to avoid obstacles, as well as to destroy any on-screen enemies for extra points."
"Aerolitos","","Region Not Set","","Rodmar Elec","Rodmar Elec","1980-01-01","1","No","Shooter","Not Rated","Versión de Asteroids, con textos en español."
"After Burner","","Other","United States of America","Sega of America, Inc.","Sega AM2 R&D Division","1987-10-12","1","No","Action | Shooter | Flight Simulator","E - Everyone","After Burner is a 1987 arcade video game developed by Sega R&D1 and released by Sega Enterprises Inc. in the USA on October 12, 1987.

The player controls an F-14 Tomcat jet fighter. The jet employs a machine gun and a limited number of heat-seeking missiles. The aircraft, cannon, and missile buttons are all controlled from an integrated flight stick. The objective is to complete 18 stages, all while gunning down and firing missiles at enemy jet fighters and evading incoming fire. After beating a few stages, an ally aircraft will arrive to replenish your missiles."
