title,alternate_titles,region,country,publisher,developer,release_date,players,coop,genre,esrb_rating,description
"18 Wheeler: American Pro Trucker","","Region Not Set","","Acclaim Entertainment, Inc.","Acclaim Studios Cheltenham","2002-02-18","2","No","Racing","E - Everyone","Get behind the wheel of a 60-foot-long, 20-ton, 18-wheeled truck and buckle up as you drive in locations from New York to California. 18 Wheeler: American Pro Trucker features arcade-style racing in four gameplay modes: arcade, parking, score attack, and versus. You'll transport cargo and race against other truck drivers--all while protecting your rig from damage. In versus mode, you can take on a friend in split-screen action on four different raceways."
"2 Games in 1: Der SpongeBob Schwammkopf Film + Tak 2 der Stab der Träume","","PAL","Germany","Nick Games | 																THQ","Avalanche Software LLC","2005-01-01","1","No","Adventure","E - Everyone","SpongeBob: The SpongeBob SquarePants Movie is a platform video game based on the live-action/animated film of the same name (in turn based on the Nickelodeon animated series SpongeBob SquarePants) and published by THQ and Nick Games for the PlayStation 2, Xbox, GameCube, Microsoft Windows and Game Boy Advance.
Tak 2: Tak 2: The Staff of Dreams is a video game developed by Avalanche Software and published by THQ for the GameCube, Game Boy Advance, PlayStation 2 and Xbox. It is the sequel to Tak and the Power of Juju and it was released in 2004."
"2 Games in 1: Findet Nemo + Die Unglaublichen","","PAL","Germany","THQ","Nintendo","2006-03-23","1","No","Adventure","E - Everyone","Findet Nemo Nach der Entführung des jungen Clownfischs Nemo bricht für seinen überfürsorglichen Vater Marlin eine Welt zusammen - wird er seinen einzigen Sohn je wiedersehen? Er nimmt seinen ganzen Mut zusammen und macht sich mit der schusseligen Doktorfischdame Dorie auf den Weg, um Nemo zu retten. Die Unglaublichen - The Incredibles Wie schon zu Findet Nemo wird THQ auch zum neuen Disney/Pixar-Meisterwerk Die Unglaublichen - The Incredibles die Spiele für PC und alle aktuellen Konsolen veröffentlichen. Die interaktiven Titel stehen unter dem erfolgserprobten Motto, die Filmwelt realistisch nachzuempfinden und dem Spieler zu ermöglichen, selbst in die fantastische Rolle eines der Unglaublichen zu schlüpfen. Dabei folgen die Spiele dem Handlungsverlauf des Films!"
"2002 FIFA World Cup","","Region Not Set","","EA Sports","EA Canada","2002-04-30","4","Yes","Sports","E - Everyone","World Cup 2002 is the official game of the 17th FIFA World Cup, held in Korea and Japan between May 31 and June 30. It is based on the engine of FIFA Soccer 2002, so experienced Fifa players can get used for it quite fast.

It is based on the 2002 World Cup - Korea and Japan, and includes all of the countries who promoted to the World Cup, and a lot more. Small statistics are shown for every country - their last biggest win, appearances at the World Cup, etc.

The stadium and all players are really detailed. The player's texture's resolution is so high, you can easily recognize most of them. The stadium is big and impressive, and full of colored crowd.

As in FIFA Soccer 2002, animation were taken from real players, with motion sensors. Thus, some new animation were added - new sliding, falling, and more.

And the newest feature of 2002 FIFA World Cup, is the air ball control model. You can take balls from the air, and have much more control with them - creating great goals from the air."
"240p TestSuite GameCube","","Other","","","","2011-01-01","1","No","Utility | Unofficial","Not Rated","240p Test Suite
===============================================================================
For full documentation and source code, please visit:
http://junkerhq.net/240p/
===============================================================================

The 240p test suite is a homebrew software suite for video game
consoles developed to help in the evaluation of upscalers, upscan
converters and line doublers.

It has tests designed with the processing of 240p signals in mind,
although when possible it includes other video modes and specific
tests for them.  These have been tested with video processors on
real hardware and a variety of displays, including CRTs and Arcade
monitors via RGB.

As a secondary target, the suite aims to provide tools for
calibrating colors, black and white levels for specific console
outputs and setups. 

This is free software, with full source code available under the GPL.

Gamecube:
---------
This version has the same features as the Wii version, can be ran from CD or
an SD card media launcher."
"4x4 Evo 2","","Region Not Set","","Vivendi Games","Terminal Reality, Inc.","2002-09-29","2","No","Racing","E - Everyone","Down and Dirty

Take the wheel of a mighty 4x4 machine and let loose on huge, incredibly detailed tracks. Build the baddest race truck the world has ever seen, and claw your way to the front of the pack... by any means necessary.

Insane off-road racing action on over 30 tracks, including 4 Nintendo GameCube Exclusive tracks.

Head-to-head split screen racing mayhem.

Race in more than 40 upgradable off-road machines from Jeep, Dodge, GMC, Nissan, and more, including 4 Nintendo GameCube Exclusive race trucks.

4 exciting modes of game play, including Career and Time Trial."
"Aggressive Inline","","Region Not Set","","Acclaim Entertainment, Inc.","Z-Axis, Ltd.","2002-07-31","2","No","Sports","T - Teen","Aggressive Inline pushes your inline skating skills to the limit with a new Juice Meter, challenging objectives, and expansive levels. You can choose from an array of professional inline skaters--including Jaren Grob, Chris Edwards, and Shane Yost--and showcase your talent in various interactive skate parks. Perform a variety of manuals, grinds, big-air tricks, wall flips, hand plants, and more, to build up your Juice Meter and avoid elimination. Aggressive Inline also includes a Park Editor that lets you design your own skate park, complete with rails, ramps, and pipes."
"Alien Hominid","","Region Not Set","","O~3 Entertainment","The Behemoth","2004-11-23","2","Yes","Action | Shooter | Platform","T - Teen","Your UFO has crash landed, and the FBI is out to get you! Time to take them out!"
"All-Star Baseball 2002","","Region Not Set","","Acclaim Entertainment, Inc.","Acclaim","2001-11-18","4","No","Sports","E - Everyone","All-Star Baseball 2002 has the complete 2001-2002 MLBPA rosters. You may choose to play as one of the current teams, or you can go back to the past and play as people like Nolan Ryan or Reggie Jackson. You can also create your own player and/or team.

The featured game modes are Quick Play, Exhibition, All-Star Game, Season, Series, Home Run Derby and Batting Practice. Batting is cursor based, and you can choose between a power or a contact swing - for the latter there are even more options available, e.g. trying to hit the opposite field. Batting is similar in as you choose your itching style (every athlete can have up to six in his repertoire) and then choose the location."
"All-Star Baseball 2003","","Region Not Set","","Acclaim Entertainment, Inc.","Acclaim","2003-02-25","4","No","Sports","E - Everyone","The All-Star Baseball baseball video game series was developed and published by Acclaim Entertainment. The series began in 1997 with the release of All-Star Baseball '97 Featuring Frank Thomas, the successor to Frank Thomas Big Hurt Baseball. New York Yankees play-by-play announcers John Sterling and Michael Kay were the announcers for 1998-2000 editions of the game. The final release in the series (due to the bankruptcy of Acclaim) is All-Star Baseball 2005.

Within the individual games, there are several different modes of play, such as exhibition, managing an existing Major League Baseball team or creating a team. Many North American cities are available for ""expansion,"" in addition to Mexico City and Puerto Rico.

Most of the games feature Derek Jeter on the cover."
"All-Star Baseball 2004","","Region Not Set","","Acclaim Entertainment, Inc.","Acclaim","2003-02-23","4","No","Sports","E - Everyone","The All-Star Baseball baseball video game series was developed and published by Acclaim Entertainment. The series began in 1997 with the release of All-Star Baseball '97 Featuring Frank Thomas, the successor to Frank Thomas Big Hurt Baseball. New York Yankees play-by-play announcers John Sterling and Michael Kay were the announcers for 1998-2000 editions of the game. The final release in the series (due to the bankruptcy of Acclaim) is All-Star Baseball 2005.

Within the individual games, there are several different modes of play, such as exhibition, managing an existing Major League Baseball team or creating a team. Many North American cities are available for ""expansion,"" in addition to Mexico City and Puerto Rico.

Most of the games feature Derek Jeter on the cover."
"Amazing Island","","Region Not Set","","Sega","Ancient","2004-08-25","2","No","Action | Adventure","E - Everyone","The 'black evil' has taken over the island, and the Maboo Tribe have called upon you to bring order and outcast the evil that has taken control. To do so, you must create your own creature and train it up, entering it into various competitions against the 'black evil' and working towards the main goal. As the competitions are completed, you will unlock new features to improve your own creature in speed, strength and general looks.

The main reason to do so are the mini games which the monsters can participate in. While those rely on your active gamepad skills (mostly pressing a button as fast as possible with minor variations), the changes of success are dictated by the monster's statistics. So for example a dragon would be beneficial for a flying mini game. Those statistics can be further enhanced with items bought at shops.

Play single and multiplayer battles on the GameCube, or upload your creatures to the Game Boy Advance, taking them on the road to challenge your friends and unlocking unique items and features for the creatures you design."
"American Chopper 2: Full Throttle","","Region Not Set","","Activision","Creat Studios, Inc","2005-11-29","1","No","Racing","","No overview is currently available for this title, please feel free to add one."
"Animal Crossing","","NTSC","United States of America","Nintendo of America, Inc.","Nintendo EAD","2002-09-16","4","Yes","Life Simulation","E - Everyone","Animal Crossing is a 2002 GameCube video game developed by Nintendo EAD and released by Nintendo of America in the USA on September 16, 2002.

Welcome to town! It's time to move to Animal Crossing, the real-life game that's happening every second of every day whether you're there or not!

Animal Crossing allows you to interact with a virtual village of animals that are doing something different every minute of every day. With Animal Crossing's 24-hour clock, the game's unique events can be in sync with real time--as day turns to night in the real world, the sun will also begin to set in the game. The dynamic setup requires you to come back every day and carry out your daily routines, build relationships with villagers, celebrate special days, collect furnishings for your homes, and just live life in the unique world of Animal Crossing."
"Animal Crossing [Kmart Edition]","","NTSC","United States of America","","","2002-09-16","1","No","Adventure | Role-Playing | Life Simulation","E - Everyone","Welcome to town! It's time to move to Animal Crossing, the real-life game that's happening every second of every day whether you're there or not!

Animal Crossing allows you to interact with a virtual village of animals that are doing something different every minute of every day. With Animal Crossing's 24-hour clock, the game's unique events can be in sync with real time--as day turns to night in the real world, the sun will also begin to set in the game. The dynamic setup requires you to come back every day and carry out your daily routines, build relationships with villagers, celebrate special days, collect furnishings for your homes, and just live life in the unique world of Animal Crossing."
"Animal Crossing [Player's Choice]","","NTSC-U","United States of America","Nintendo","Nintendo EAD","2002-09-16","4","Yes","Action | Role-Playing | Life Simulation","E - Everyone","Welcome to town! It's time to move to Animal Crossing, the real-life game that's happening every second of every day whether you're there or not!

Animal Crossing allows you to interact with a virtual village of animals that are doing something different every minute of every day. With Animal Crossing's 24-hour clock, the game's unique events can be in sync with real-time--as day turns to night in the real world, the sun will also begin to set in the game. The dynamic setup requires you to come back every day and carry out your daily routines, build relationships with villagers, celebrate special days, collect furnishings for your homes, and just live life in the unique world of Animal Crossing."
"Animaniacs: The Great Edgar Hunt","","Region Not Set","","Ignition","Warthog","2005-09-18","1","No","Action | Adventure","E - Everyone","Hollywood is in an uproar - the Edgar awards for films have been stolen! The culprit is none other than C.C. Deville, who is threatening to melt down the Edgars unless he gets a ten-picture deal from Warner Bros.! Deville arrives in his airship, but accidentally crashes into the Water Tower, scattering the Edgars across the various movie lot and freeing Yakko, Wakko, and Dot at the same time. Help the Warners reclaim the Edgars!

Animaniacs: The Great Edgar Hunt is a 3D platformer where the player controls Yakko, Wakko, and Dot. Each character has their own special skills that can be unlocked as players progress through the game. For example, Dot can limbo under low walls, Wakko can dig tunnels in soft earth, and Yakko can bomb weak walls. Players progress further through the game by collecting Edgar awards which open up more areas in the Warner Movie Lots. There are also 300 collectibles in each world; players are awarded one Edgar at 150 collectibles and another at 300.

In addition to this, there are also bonus mini-games guest starring Pinky and The Brain. Each of their short games features another failed attempt at world domination. The game also has the original cast of the cartoon reprising their roles for the game. There are also plenty of movie parodies, and it also takes the opportunity to riff a couple of video games as well."
"Aquaman: Battle for Atlantis","","Region Not Set","","TDK Mediactive, Inc.","Lucky Chicken Games","2003-07-23","1","No","Action | Adventure","T - Teen","Aquaman: Battle for Atlantis is a console video game for the Xbox and Nintendo GameCube systems, based on the DC Comics character Aquaman. It was developed by Lucky Chicken Studios and published by TDK. It is based on Peter David's controversial interpretation of the comic book character. The game is notable for its poor reception from players and critics."
"Army Men: Air Combat - The Elite Missions","","Region Not Set","","3DO","Wide Games","2003-03-25","2","No","Action | Flight Simulator","T - Teen","Army Men: Air Combat - The Elite Missions is a fast and furious game of toy helicopter-based combat set in the Army Men universe. It combines the trigger-twitching action of shooter-style gameplay with more strategic environment interaction via the winch mechanic. Continuing the classic struggle between the Green and Tan Armies, the heroic Captain Blade and his Alpha Wolf Squadron once again take to the skies with an onslaught of missions, incredible helicopter physics, deep gameplay, stunning cinematics and exciting character interaction. Real Combat. Plastic Men."
"Army Men: RTS","","Region Not Set","","3DO","Pandemic Studios","2004-11-02","1","No","Action | Strategy","T - Teen","The never-ending war between the Greens and the Tans is reinforced with new strategies and tactics, as this release in 3DO's Army Men series garrisons on the GameCube. Army Men RTS features true 3D graphics and plays out across a variety of familiar, real-life environments transformed to demanding battlegrounds by the perspective of the little plastic soldiers. The original PC version of this game was developed by Pandemic, the experienced real-time strategy developers of Dark Reign 2 and Battlezone II games, and Army Men RTS is built on a version of the Dark Reign 2 game engine."
"Army Men: Sarge's War","","Region Not Set","","3DO","Global Star Software","2004-08-21","4","No","Action | Shooter","T - Teen","The story: in a new, grittier direction for the Army Men series, Sargeant Hawk takes on his most insidious enemy yet: Lord Malice. After years of conflict, the Green army has finally defeated the Tan menace. On the eve of the peace ceremonies, a ruthless attack wipes out all of Sarge's squad. It's now up to Sarge to even the score.

Gameplay: this is primarily a level-based, third-person shooter. Most of the weapons can also be used in a first-person view. The game includes some multiplayer games for two to four players on some platforms."
"Asterix & Obelix XXL","","PAL","","Atari SA","OSome Studio","2004-06-18","1","No","Action | Adventure","E - Everyone","Asterix & Obelix XXL is an action adventure video game released in 2004.[1] It is based on the French comic book series Asterix, about the Gaulish warrior Asterix in the year 50 BC, as he battles the Romans. Despite the common sense may indicate that ""XXL"" is a Roman number, it is actually an initialism for ""extra extra large"", meaning the game has a great number of additional features. It was released in the United States (for PlayStation 2 only) with the title Asterix & Obelix: Kick Buttix.

A sequel was released the following year, Asterix & Obelix XXL 2: Mission Las Vegum."
"Atsumare!! Made in wario","WarioWare, Inc.: Mega Party Game$!","NTSC-J","Japan","Nintendo","Intelligent Systems | 																Nintendo R&D1","2003-10-17","4","No","Action | Party","Not Rated","Following the almost universally acclaimed short-attention-span action of the Game Boy Advance's WarioWare, Inc.: Mega Microgame$! comes this party-game adaptation for GameCube. Many of the mini-games featured in the handheld original have been converted for four-player competition on the console. Gamers strive to be the quickest teeth-brushers, the most precise nose pickers, the best free-throwers, the most accurate apple shooters, the most skillful paper-airplane pilots, and the victors in countless other quick contests that take no more than a few seconds to complete.

As in the GBA original, a wide variety of activities combine with a simple, unifying theme, for an experience designed to appeal instantly to anyone who played video games in the days before 3D graphics and complicated storylines. Half the fun is in not knowing which five-second challenge will pop up next, or what the player will be required to do in it. Even when players aren't in control of the active character, some of the mini-games allow them to participate in a more passive fashion, adding to the group-oriented strategy."
"ATV Quad Power Racing 2","","Region Not Set","","Acclaim Entertainment, Inc.","The Climax Group","2003-01-22","2","No","Racing","E - Everyone","ATV Quad Power Racing 2 is an all-terrain vehicle racing video game released in 2003. It is the sequel to ATV Quad Power Racing. It is available for the GameCube, PlayStation 2, and Xbox. It was developed by Climax Brighton, and published by Acclaim Entertainment under their AKA Acclaim label. The game is notable for its inclusion of a three-wheeled ATV, not seen in any other video games, and not sold in the real world since the late 1980s."
"Auto Modellista","","NTSC-U","","Capcom","Capcom","2003-09-30","2","No","Racing","E - Everyone","Auto Modellista is a cel-shaded racing game featuring many high performance cars from different manufacturers, including Mazda, Honda, Toyota, and Subaru, as well as some Japanese concept cars.

The game has a few modes: garage life, two-player split screen, time trial, and arcade. Garage life is the main mode in the game. Here the player will race with any of the cars they have unlocked over seven levels, each with a different number of races. The player will need to finish first in some or all of the races to move to the next level. Winning these races unlocks new parts, items, and cars. In the garage, the player may customize the appearance of their car with stickers and body parts previously won. It's also possible to tune the car by adjusting brakes, suspension, tires, etc. 

The US version of the game also supports on-line play (broadband only)."
"Auto Modellista U.S.-tuned","アウトモデリスタ U.S.-tuned","NTSC-J","","Capcom","Capcom Production Studio 1","2003-07-03","2","No","Racing","Not Rated","Auto Modellista is a cel-shaded racing game featuring many high performance cars from different manufacturers, including Mazda, Honda, Toyota, and Subaru, as well as some Japanese concept cars.

The game has a few modes: garage life, two-player split screen, time trial, and arcade. Garage life is the main mode in the game. Here the player will race with any of the cars they have unlocked over seven levels, each with a different number of races. The player will need to finish first in some or all of the races to move to the next level. Winning these races unlocks new parts, items, and cars. In the garage, the player may customize the appearance of their car with stickers and body parts previously won. It's also possible to tune the car by adjusting brakes, suspension, tires, etc."
"Avatar: The Last Airbender","Avatar: The Legend of Aang","Region Not Set","","THQ","THQ","2006-10-10","1","No","Action | Adventure | Role-Playing","E10+ - Everyone 10+","Journey through 6 exotic locations filled with adventure to help Aang fulfill his destiny to master the bending arts and become the Avatar - for only the Avatar can stop the ruthless might of the Fire Nation! Defeat hordes of bizarre enemies and perform noble deeds on your quest to save the world."
"Backyard Baseball","","Region Not Set","","Infogrames Entertainment","Humongous Entertainment","2003-03-31","2","No","Sports","E - Everyone","No overview is currently available for this title, please feel free to add one."
"Backyard Baseball 2007","","NTSC","United States of America","Atari SA","Humongous Entertainment","2006-04-03","2","No","Sports","E - Everyone","Backyard Sports is a series of video games released for both consoles and computers. The series is best known for starring kid-sized versions of popular professional sports stars, such as Albert Pujols, Paul Pierce, Barry Bonds, Tim Duncan, Clint Mathis, Kevin Garnett, Tom Brady, Alex Rodriguez, Joe Thornton and Andy Macdonald. The Backyard Sports series is licensed by the leading professional US sports leagues (MLB, NBA, NFL, NHL, and MLS).

The series includes Backyard Baseball, Backyard Basketball, Backyard Football (American football), Backyard Soccer, Backyard Hockey (Ice hockey), and Backyard Skateboarding. In the games, players form a team consisting of Backyard Kids and pro players, which they take through a ""Backyard League"" season, attempting to become the champions. Players can create their own athletes, starting in Backyard Football (1999). Another aspect of the games is the use of Power-Ups, allowing players to gain ""super-abilities."" For instance, ""Super Dunk"" allows a basketball player to make an incredible dunk from nearly anywhere on the court, ""Leap Frog"" allows a football player to jump over the entire defensive line, and ""Ice Cream Truck"" causes the other team to be completely distracted for a brief period of time.

Some of these games are playable with the ScummVM emulator.[1]

History[edit]"
"Backyard Football","","Region Not Set","","Infogrames Entertainment","Humongous Entertainment","2002-10-10","2","No","Sports","E - Everyone","The roar of the crowd, the grass stains on your pants, running home for dinner...? Yep, it's Backyard Football - football with kids. Backyard Football brings you all the action and excitement of American Football, with all the charm and nostalgia of neighborhood sports.

Use the Backyard kids as players and/or play with the pros, as kids. In Backyard Football for GameCube, you get all 32 NFL teams to choose from as well as traditional Backyard Sports teams. You also get kid versions of top players in 2002 - Brett Favre, Rich Gannon, Jerry Rice, Michael Vick, Peyton Manning, Donnovan McNabb, Jeff Garcia, Ricky Wililams, Jevon Kearse and Terrell Davis. Kicking, passing, audibles, juking, stiff-arming, tackling and hurdling - it's all there.

And it may be ""backyard"" sports, but it still has instant replay, with VCR-like controls that allow you to move the camera around."
"Bad Boys: Miami Takedown","Bad Boys II","Region Not Set","","Crave Entertainment | 																Empire Interactive Entertainment","Blitz Games","2004-09-14","1","No","Action | Adventure | Shooter","M - Mature 17+","Bad Boys: Miami Takedown, also known as Bad Boys II in Europe, is a video game released in 2004 based on the action-comedy movie Bad Boys II. It was released in early 2004 after the film's DVD release.

The player takes the role of Miami Police Department detectives Marcus Burnett and Mike Lowrey over alternating levels, meaning that the player plays level 1 with one character, plays level 2 with the other, then plays level 3 with the first, and so on. The game contains five acts, each containing several levels."
"Baldur's Gate: Dark Alliance","","Region Not Set","","Interplay Entertainment Corp.","Snowblind Studios","2002-11-18","2","Yes","Role-Playing","T - Teen","Baldur's Gate: Dark Alliance casts the player as one of three basic characters: an elf sorceress, a human archer, or a dwarf fighter. From humble beginnings slaying rats in the cellars of an inn, the adventurer will move on to exploring caves, crypts, and mountain passes. Naturally, it's all filled to the brim with horrible monsters, wicked traps, treasures, and fabled magical weapons. As the game progresses the player is constantly rewarded with new weaponry, new monsters to fight, and experience points to put into the adventurer's character stats to grow even more powerful. The adventurer must eventually unravel the secrets of a dark, new Thieves Guild backed by powerful mages."
"Barnyard","","Region Not Set","","THQ","Blue Tongue Entertainment Pty, Ltd.","2006-08-01","1","No","Action","E - Everyone","Barnyard is an offering from THQ based on the movie of the same name from Nickelodeon.

You arrive at the farm as a newbie cow, and must complete quests and earn respect in order to win keys that allow you to advance through the barnyard map. As you play, you need to keep up your stamina, which decreases as you run around the farm. A good sleep is important; you need to be rested to fight off marauding raccoons and coyotes. And do remember not to let the Farmer catch you standing on two feet!"
"Baten Kaitos","","NTSC-J","Japan","Namco","Monolith Soft | 																Tri-crescendo","2003-12-05","1","No","Role-Playing","T - Teen","The existence of Earth, a planet of continents surrounded by deep oceans, has long become a mere legend. People live now on islands which are floating high in the skies. They also have wings - ""Wings of the Hearts"" - growing on their backs. Kalas is a young man who was born only with one wing - he replaces the second with an artificial wing manufactured by great masters. He is on a quest to find the murderers of his grandfather and his brother. He meets a girl named Xelha, who is out to stop an evil conspiracy that threatens the country, and they join forces against the newly appeared evil.

In this game, you don't only control Kalas and his party, but also play the role of Kalas' Guardian Spirit. From time to time Kalas will pose questions to you and ask for advise. Your answers will determine Kalas' general disposition and also his behavior in battles."
