title,alternate_titles,region,country,publisher,developer,release_date,players,coop,genre,esrb_rating,description
"FIFA Soccer 96","FIFA International Soccer 96 | FIFA 96","Other","","Electronic Arts","Electronic Arts","1995-11-30","2","Yes","Sports","Not Rated","FIFA Soccer '96 (ＦＩＦＡサッカー'９６) is an entry to the FIFA series of video games, and was developed by Extended Play Productions and published by Electronic Arts. Though it was not the first FIFA game (both FIFA Soccer '95 and FIFA International Soccer had come before it), FIFA 96 is often considered the first truly successful FIFA game, and opened the doors to annual sequels that continue to this day. It was released for the Sega Mega Drive, Sega 32X and Sega Game Gear, with a different version of the game being released on the Sega Saturn."
"Golden Axe 32x","Golden Axe 32x Edition","Other","","Romhacking","","2023-12-31","2","Yes","Action | Adventure | Fighting","Not Rated","This hack enhances the Sega Mega Drive/Genesis version of Golden Axe by using the 32X’s graphics capabilities.

* The maps are reworked based on the arcade version of the game and displayed using the 32X.
* Eye animations for the turtle and eagle are back in
* Uses the arcade version of the door open/close animation
* Demo/Attract mode resembles the arcade game more closely
* The cast screen had been moved to the main menu and is now interactive
* Credits are skippable"
"Golf Magazine Presents 36 Great Holes Starring Fred Couples","Golf Magazine: 36 Great Holes Starring Fred Couples | 36 Great Holes Starring Fred Couples","Region Not Set","","Sega","Flashpoint Productions","1994-01-01","2","No","Sports","E - Everyone","There are seven different modes (Stroke Play, Tournament, Skins, Shoot-out, Scramble, Practice and Match Play) and three different types of golf club heads including wood, metal and graphite. There is a battery back-up to keep track of 16 different categories of stats and does feature the voice of Fred Couples, even though he is not a playable character."
"Knuckles' Chaotix","","NTSC","United States of America","Sega of America, Inc.","Sega CS R&D 2 | 																Sonic Team","1995-04-04","2","Yes","Platform","E - Everyone","Knuckles, the edgiest Echidna on the block, is back! This screamin' wild ride's got everything but a speed limit. Race for the rings and hold on!

• Play as Knuckles or one of his new friends, Vector the Crocodile, Mighty the Armadillo, Espio the Chameleon, and Charmy Bee.
• Special power-ups enlarge your character to an unbelievable size! But wait - the bosses are even larger!
• New bungee challenge! This unique gameplay lets two pals whip through the scenery as a high-speed team!
• 25 gigantic rounds of rockin' roller-coaster action with five huge 3D bonus levels!"
"Kolibri","","Region Not Set","","Sega","Novotrade International","1995-09-08","1","No","Shooter","E - Everyone","Deep in the Earth, a powerful ancient crystal hums, fueling the balance of nature. But when its toxic twin plummets to Earth, nature totters on the edge of extinction! Only one hope survives - Kolibri. Though small and alone, the hummingbird must battle the invasive mutation in all its malignant form to restore Earth. But at what cost?"
"Metal Head","","Region Not Set","","Sega","Sega","1995-02-24","1","No","Action","E - Everyone","Bullets fly and circuits try in heavy-duty cyborg techno-slaughter. You control Metal Head, the ultimate cyborg warrior, patrolling the charred urban destruction of the great war. And a murderous mecha-force is gunning for you!

INCREDIBLE 3-D textured polygon graphics engulf Metal Head in searing firefights as cyber troops, hover craft and ground attack vehicles annihilate the planet!

You are the ultimate tech-destroyer - with chain guns, missiles, radar tracking and Heads-up Display!

Head-banging heavy-metal music amps you up for pure warfare!

24 megs of cyber-combat rock through war torn urban streets, bombed out farmland, scorched forests and bullet-riddled 'burbs!"
"Mortal Kombat II","","NTSC","United States of America","Acclaim Entertainment, Inc. | 																Acclaim Japan","Acclaim Entertainment | 																Acclaim Entertainment, Inc. | 																Midway Manufacturing Co. | 																Probe Entertainment","1995-03-01","2","No","Action | Fighting","M - Mature 17+","The Mortal Kombat fighters, plus several new ones, return for a tournament held by the evil Shang Tsung of the Outworld. The action is one-on-one as before, and famed for its high level of violence and blood (other than the sanitised Nintendo version). There are 5 difficulty levels and optional credits, as well as the usual two player mode including same character duels.

To win the main tournament, the player must beat each of the other human players, before taking on Shang Tsung, Kintaro and finally Shao Kahn. Players have a range of punches and kicks available, as well as flying kicks, uppercuts, roundhouses, and the special moves, which vary for each player. These include throws, uppercuts, long-distance bullets, bicycle kicks and a teleport feature."
"Mortal Kombat II 32X Arcade Edition","","Other","","","Hack","2022-12-31","2","No","Fighting | Unofficial","M - Mature 17+","This is an improvement Hack for the SEGA 32X's Mortal Kombat II by Master Linkuei, same author from the Sega Genesis Mortal Kombat Arcade Edition hack.

Improvements:
-Added more voices and sfx samples:
Scorpion's ""Get Over Here""
Liu Kang's Bicycle Kick
Shao Kahn's Laugh
Dan Fordden's ""Oh waaa""
Sub-Zero's Ice SFX
& More...
-Added SFX in the backgrounds:
Livin' Forest
The Portal
-Combos restored and improved:
Jax Flying Kick + Grab in the air
Scorpion's Flying kick + Teleport
and more...
-Gameplay and timings improved
-Reset System:Press ABC+MODE to reset or go back to the MEGA ED PRO menu
-Training Mode with an exclusive new music track! 
-Deadpool Dan Fordden's ""Oh waaa"" easter egg restored
-The PIT II fatality improved (sfx, animations and sync)
-32X+ alternate patch with all the Arcade songs (based on the 32X+ code by jvisser)
-Auto 3 Buttons/6 Buttons detection
-Enable or Disable the Timer option
-Color palettes improved and added shadow mode in some screens to look more accurate with the Arcade game.
& a lot of other little improvements...

-AI Nerf (by @BillyTime ):
ON = The difficulty selected will be fixed for every fight of the battleplan (even for the bosses)
OFF = The original AI: after the 3rd fight, the CPU turn into a BEAST lol

-Pause System (by @yosoynacho ):
Press MODE to pause and Start to unpause"
"Motocross Championship","","Region Not Set","","Sega","Artech Studios","1994-01-01","2","No","Racing","E - Everyone","Feel the horsepower as you rocket out of the gate and battle through the first turn! Charge down the back stretch, through the whoops and launch over the triples to the checkered flag! Do you have the guts and skills to win on the Motocross Championship circuit? If not, you'll be left in the dust!"
"NBA Jam Tournament Edition","","Region Not Set","","Acclaim Entertainment, Inc.","Midway","1995-05-01","4","No","Sports","E - Everyone","Up to four human players can take part, each always controlling a single player for their team, and AI for missing players. This allows for four players to face each other in teams of two, or for two players to team up against a third player with a CPU team-mate.

The Tournament Edition ups each team's roster to three players, and allows for substitutions between quarters. Shoving players now results in injuries, which lower a player's stats; encouraging you to sub them out and let them recover. Aside from the usual secret characters and cheat modes, the T.E. also includes four new additions you can individually enable from the special options menu."
"NFL Quarterback Club","","Region Not Set","","Acclaim Entertainment, Inc.","Iguana Entertainment","1995-01-01","4","No","Sports","E - Everyone","NFL Quarterback Club, called NFL Quarterback Club '95 in Japan, is an American football game released for the Sega Mega Drive, Sega 32X and Sega Game Gear. It was the first in the NFL Quarterback Club series and was followed by NFL Quarterback Club 96."
"Night Trap","","NTSC","United States of America","Sega","Digital Pictures","1992-10-15","1","No","Puzzle | Horror","M - Mature 17+","A group of young women are staying at Mr. and Mrs. Martin's house for the night. The Martin family seems like a normal American family; however, odd things have been occurring at this house. Five girls who previously stayed there had disappeared, so the ""Sega Control Attack Team"" (""Sega"" changed to ""Special"" once the game was ported to other consoles) is called upon to protect the new guests and find out what happened. As the new wave of girls arrive for a slumber party (one of whom is undercover SCAT agent Kelly (or Kelli) Medd,[a] played by Dana Plato), the vampiric Augers begin to invade the Martin family house, and it's up to the player to save the girls."
"Night Trap [Limited Run Games]","","NTSC","United States of America","Acclaim Entertainment, Inc.","Digital Pictures","2021-01-01","1","No","Puzzle | Horror","T - Teen","No overview is currently available for this title, please feel free to add one."
"Pinocchio","","PAL","United Kingdom of Great Britain and Northern Ireland","THQ","Disney Interactive | 																Virgin Interactive Entertainment","1995-12-06","1","No","Platform","E - Everyone","The 32X Pinocchio is a platformer based on the Disney film, featuring different palettes than the Genesis and SNES iterations and the added feature of parallax scrolling.

It's not certain why this iteration was scrapped, though there is speculation that it had something to do with the 32X not faring so well at the time. A PAL prototype dated December 6, 1995 was eventually released"
"Pitfall: The Mayan Adventure","Pitfall | Pitfall 32X","NTSC","","Activision","Activision","1995-10-01","1","No","Platform","T - Teen","Pitfall: The Mayan Adventure is a side-scrolling action game in which you play adventurer Pitfall Harry Jr in search of his father Pitfall Harry. You battle your way through the Mayan jungles, waterfalls, deserted mines and can bungee jump and boomerang your way to safety. There are 13 levels and the action is fast and gripping. You will need to be attentive—and quick. Or prepare to die."
"Primal Rage","","Region Not Set","","Time Warner Interactive, Inc.","Atari","1995-01-01","2","No","Fighting","T - Teen","Primal Rage is a one-on-one fighting game featuring dinosaurs and giant apes as the fighters. The graphics are done with digitized stop-motion animation. Gameplay is similar to Mortal Kombat in that it is viewed from a side perspective, and features deadly finishing moves at the end of the match."
"Prime Time NFL Starring Deion Sanders","Prime Time NFL","NTSC","","Sega Sports","FarSight Technologies Inc.","1995-01-01","2","No","Sports","RP - Rating Pending","The Sega 32X version of Prime Time NFL Football Starring Deion Sanders (also known as just Prime Time NFL Football) is an unreleased American football game. The game was originally announced in mid-1995 alongside a Sega Mega Drive and Sega Saturn version, but was delayed and inevitably cancelled"
"RBI Baseball '95","","Region Not Set","","Time Warner Interactive, Inc.","Time Warner Interactive","1995-01-01","","No","Sports","E - Everyone","This version is an updated follow-up to the R.B.I. series. Many of the same features from other baseball games are present and has three different game modes to choose from: exhibition, playoff, and home run derby, but what makes this version different from the others is a lack of MLB license, though it does feature a MLBPA license with top players of the time such as Roger Clemens, Otis Nixon, Bobby Larkin among many others."
"Romance of the Three Kingdoms IV: Wall of Fire","Sangokushi IV","Region Not Set","","Koei Co., Ltd.","Koei","1995-07-28","","No","Strategy","","It's the era of the Second Han Dynasty, and China is being overrun by powerful warlords. A struggle for power among the court families has spawned a time known as the Three Kingdoms, and it's up to you (as the current ruler) to restore peace to your troubled country. Rebuild the land by creating a strong military or try to outwit your opponents using negotiation.

Romance of the Three Kingdoms IV: Wall of Fire (Sangokushi IV in Japan) is the fourth game in Koei's Romance of the Three Kingdoms series. Wall of Fire was the first game for the Playstation & Saturn consoles and the last in the series to be released on PC in the U.S. until Romance of the Three Kingdoms XI."
"Shadow Squadron","","NTSC-U","United States of America","Sega of America, Inc.","Sega CS R&D 2","1995-06-11","2","Yes","Action | Shooter | Flight Simulator","E - Everyone","SCRAMBLE FIGHTERS!

Chaos has broken out on the edge of the Galaxy. A diabolical power has begun construction of a powerful sun laser. You are the Shadow Squadron's newest fighter jock and the fate and hope of the federation rests in your hands. Destroy the Sun Laser or face the fire!

Total freedom, total choice! Choose between two distinctly different ships and dive, roll, bank, or loop, attacking targets at will... Total control!

1 or 2 player action! Take on the forces of evil by yourself in Manual or Auto-Pilot mode or bring along a friend and fly as pilot and gunner.

Unique Trace Play replay mode lets you relive the action from different angles.

2 different views: Choose from the Cockpit or Chase views for the most intense action!"
"Slam City with Scottie Pippen","","Region Not Set","","Sega","Digital Pictures","1995-03-15","1","No","Sports","T - Teen","A Sega 32X game published on CD and playable on Sega CD or compatible systems.

Scottie Pippen is here in person to school you in this sports FMV game. Played in first-person mode, you'll go one-on-one in this single-player basketball game as you work the court to earn Respect points for defensive moves such as steals and blocks, then drive the lane and toss up your shots."
"Sonic in Chaotix","","Other","","Self-Published","?","2006-11-11","1","Yes","Platform | Unofficial","Not Rated","Sonic in Chaotix is a hack of Chaotix for the Sega 32X by JJFTails. By replacing Mighty's sprites with those of Sonic, Sonic is now a playable character in the game.

The Title screen sprite comes from a Sonic in Chaotix hoax which was created earlier. The sprite in the side-scrolling stages comes from Sonic Crackers and the bonus stage sprites come from Sonic the Hedgehog CDs Special Stage. Some custom sprites were made by KojiChao."
"Sonic Robo Blast 32X","Sonic Robo Blast 2 32X | Sonic Robo Blast 2","Other","","","","2024-12-24","1","No","Action | Platform | Unofficial","E - Everyone","Sonic Robo Blast 32X is an unofficial port of the fan-game Sonic Robo Blast 2 to the Sega Genesis 32X, spearheaded by the retired co-creator of SRB2 (SSNTails) and the founder of the Sonic ROM Hacking scene (Saxman).
Rewritten from the ground-up to work inside 256kb of RAM using the amazing Doom 32X Resurrection/Fusion.
The rewrite has provided the opportunity to make some bold changes, such as a completely new control scheme, player abilities, and level design changes.
Works on real hardware (Genesis/32X Combo, no Sega CD required) via a flash cart, and also compatible with the Kega Fusion emulator.
There's still a lot of work to do, but the intention is to have the entire game ported to cartridge."
"Soulstar X","","Region Not Set","","Eidos Interactive","PlatinumGames","","1","No","Shooter","","Core Design's original Sega CD game Soul Star  is an awesome shooter featuring colorful sprite-based graphics, smooth scaling, and a behind-the-ship view. The upgraded Soul Star X would have made a fine showcase title for the 32x, especially with enhanced graphics and additional levels.

Soul Star is pseudo-3D, cockpit-view space shooting game from Core -- the peaceful six planets of the Soulstar have been invaded by the Myrkoids, and you are the last hope as a space warrior with blazing weapons.

Soul Star X was never released"
"Space Harrier","","Region Not Set","","Sega","Sega","1994-12-03","1","No","Shooter","E10+ - Everyone 10+","Space Harrier is set in the ""Fantasy Zone"", a surreal world composed of bright colors and a checkerboard-styled ground. The enemies are also unique, featuring prehistoric animals, Chinese dragons, and alien pods. The player is forced along the levels, running or flying around enemy fire, while shooting back with fireballs via the character's under-arm cannon (which doubles as a rocket-esque device allowing the character to fly)."
"Spot Goes to Hollywood","","Other","","","Eurocom Entertainment Software","1970-01-01","1","No","Action | Platform","Not Rated","Cancelled Sega 32x port developed by Eurocom Entertainment Software. The game was cancelled halfway through development due to the failure of the Sega 32x. Enhanced ports of the original game were ported over to the Sega Saturn and PlayStation in years that followed."
"Star Trek: Starfleet Academy - Starship Bridge Simulator","","Region Not Set","","Interplay Entertainment Corp.","Interplay Entertainment Corp.","1995-01-01","2","No","Strategy | Flight Simulator","E - Everyone","The game is viewed from the bridge of your vessel (there are 5 different ones in total), with polygons used to display the action. Information on the world situation at the time of the game is supplied within the game. There are quick missions bringing scenes from Star Trek movies to life."
"Star Wars Arcade","Star Wars Arcade 32X","NTSC","","Sega","Sega","1994-12-02","2","No","Action","E - Everyone","Launch your X-wing fighter for the final Death Star assault! The Force is with you as you pursue Darth Vader through an exploding galaxy! You are the last hope for the Rebel Alliance!

-2 Flight Views: ""Cockpit"" surrounds you with HUD, target info and videocom. ""Bird'sEye"" tracks the X-wing as it slingshots into battle!
-8 Levels of staggering space warfare straight from the Star Wars trilogy. Astounding 3-D graphics and digitized sound!
-Pilot the X-wing alone or draft a Gunner for 2 Player mode."
"Supreme Warrior","","Region Not Set","","Digital Pictures, Inc.","Digital Pictures","1994-01-01","1","No","Fighting","M - Mature 17+","The game is set in China hundreds of years ago, where the player character is tasked with protecting half of a magical mask. The wearer of this mask will be granted untold power. The villainous Fang Tu has the other half of the mask, and wants the player character's half."
"Surgical Strike","","Region Not Set","","Sega","The Code Monkeys Ltd.","1996-01-01","1","No","Shooter","T - Teen","Surgical Strike is a full motion video game where the objective is simply to move a targeting redicule and fire either your gattling gun or missiles at specified targets before they ""shoot"" back.

The game is interesting as it was due to be brought to the Sega Mega-CD 32X combo unit, but was said to have been cancelled at the last minute (the US Mega-CD version of the game even goes as far to advertise the 32X upgrade). While this is true for North America, Europe and Japan, the CD 32X game did see a release in Brazil, making it the only 32X Brazilian exclusive (although the game itself is still in English).

This was also the last first party release for the Japanese Mega-CD.

Of the few known to exist in Brazil, one company used one to created a limited reproduction run last year of just 300 copies."
"T-Mek","T-MEK","Region Not Set","","Time Warner Interactive, Inc.","Atari","1995-01-01","2","No","Action","E - Everyone","T-Mek is essentially an updated Battlezone. You are a warrior battling in the T-Mek competition, a hugely popular event in the future. You control a hovercraft and try to blow up everyone else.

The action is viewed from your perspective as you travel around the arena. You also have an overall view of where your opponents are. Terrain surfaces and characteristics vary in each battle. In most levels you need to reach a certain score to progress, however there are out-and-out one-off Deathmatch duels to deal with periodically."
"Tempo","","Region Not Set","","Sega","Red Company","1995-03-24","1","No","Action | Platform","E - Everyone","King Dirge is trying to steal the rhythm out of Planet Rhythmia! It is up to Tempo, the hyper groovin' grasshopper with special ""Sound Energy"" to save the world of music from the evil clutches of King Dirge."
"The Amazing Spider-Man: Web of Fire","","NTSC","United States of America","Sega | 																Sega of America, Inc.","Blue Sky Software | 																BlueSky Software","1996-03-01","1","No","Action | Fighting | Platform","E - Everyone","An electric plasma grid has left New York in a state of chaos, and only Spider-Man can save the city from total destruction. Responsible is the terrorist organisation HYDRA, which also sent out machines (similar to Gargoyles) into the city.

The game features side-scrolling action in which Spider-Man has to take on various enemy types which want to kill him. Besides the usual range of melee kicks and punches, he also sticks to walls and uses special attacks based on his web fluid. Creating spider web ""vines"" are used to swing from building to building; either required to cross gaps or simply to progress faster in the levels. Every use of his fluid decreases a web bar which, just like health, is refilled by picking up items floating in the game world. The first goal of the game is to rescue the superhero Daredevil, who then continues to help Spider-Man out: after activating the associated special attack, Daredevil covers the screen with his attacks."
"Toughman Contest","","NTSC","United States of America","Electronic Arts","High Score Productions | 																Visual Concepts","1995-06-06","2","No","Sports","T - Teen","Toughman Contest is a game based on the world famous boxing competition of the same name. You pick one of 24 fighters, compete in one of 5 locations from around the world, and re-create the Toughman tournament as seen on TV. 

The boxing action is viewed from behind the back of the fighter you control. Your fighter is rendered as an outline, so you can see what your opponent is up to and react accordingly. Toughman matches consist of three one minute rounds. Your goal is to KO your opponent by causing their stamina meter to decrease to the point where they fall down, or beating on them enough that you are scored the winner at end of the third round"
"Virtua Fighter","","NTSC-U","United States of America","Sega of America, Inc.","Sega CS R&D 2","1995-10-10","2","No","Fighting","T - Teen","Fight the best martial arts masters with over 700 precision moves! Unleash hair-trigger punch/kick combos, throws, and crushing stomps!

• 8 unique fighters - Each warrior has a personal fighting style, attack strength, and special moves!
• Rapid, realistic 360° combat with 3D polygon graphics! See the fighters from all sides!
• Fluid animations look just like real fighters! Get totally wrapped up in the action!

Plus, these new features, only on the Sega 32X!
• Multiple camera angles - low, high, and bird's-eye view, and more! Change angles in mid-bout!
• See every bone-jarring hit again in Full Match Replay!
• Customize your fighter's clothing!
• Fight in group competitions with the all-new Tournament Mode!"
"Virtua Hamster","","Region Not Set","","Sega","Sega","","1","No","Racing","","Virtua Hamster is a unreleased Sega 32X game. The game was to star a variety of selectable rodents attached to rocket packs who could travel through a series of connected tubes, fighting each other and avoiding various obstacles.

It was built solely with the 32X in mind, however after the console failed development moved to the Sega Saturn for a short while before being axed completely. It is also reported that Sega of Japan were not keen on use of the ""Virtua"" in the game's name, possibly so that the game was not associated with Sega AM2's Virtua Fighter and Virtua Racing. An alternate box mock-up uses the title Virtual Hamster instead.

In August 2009, Ryo Suzuki of SEGASaturno.com dumped an early prototype version of this game. In it, the only selectable character is hamster, Chip, and there is only one empty level (though there are numerous non-moving 3D models of other characters and items dotted around the map). A resets the game, and B/C can be used to move the camera forwards and backwards through the tube. There are also two Sega screens."
"Virtua Racing Deluxe","","NTSC-U","United States of America","Sega of America, Inc.","Sega CS R&D 2","1994-11-21","2","Yes","Racing","E - Everyone","THE BADDEST VIRTUA RACING EVER!

The Arcade and Sega Genesis smash hit comes to the Sega 32X as Virtua Racing Deluxe! Now choose any of the 3 cars - Formula One, Stock, or Prototype, and race against the clock or against a friend. Experience the sizzling power of the 32X with Virtua Racing Deluxe!

Only on 32X:
• 3 cars to choose from - Formula One, Stock, and Prototype!
• 5 different tracks! 2 newly designed courses to test your skills!
• 4 playable driving views!
• Select automatic or manual transmission!
• 1 or 2 player split-screen action!"
"Wolfenstein 3D","","Other","","","","2009-02-09","1","No","Shooter | Unofficial","M - Mature 17+","The first three episodes of the game focus on William ""B.J."" Blazkowicz's attempts to escape from Castle Wolfenstein and overthrow the Nazi regime. Homebrew game."
"World Series Baseball Starring Deion Sanders","","Region Not Set","","Sega","BlueSky Software","1995-01-01","","No","Sports","","World Series Baseball Starring Deion Sanders is an entry in the World Series Baseball series, and was released exclusively on the Sega 32X in 1995. It was not released outside of North America."
"WWF RAW","WWF RAW 32X","NTSC","United States of America","Acclaim Entertainment, Inc.","Sculptured Software | 																Sculptured Software, Inc.","1995-01-31","4","Yes","Action | Sports","E - Everyone","WWF Raw is a professional wrestling game featuring up to twelve superstars (ten in the GameGear, eight in the GameBoy version) from the World Wrestling Federation: Bret ""Hit Man"" Hart, Bam Bam Bigelow, 1-2-3 Kid, Diesel, Doink, Lex Luger, Luna Vachon, Owen Hart, Razor Ramon, Shawn Michaels, Undertaker, and Yokozuna.

In this game, player-controlled wrestlers attempt to pin the opponents to the mat by reducing their power meter until they can fight no more. There is a large number of moves to perform, including turnbuckle maneuvers and ""illegal"" acts such as hitting the opponent with a metal folding chair.

This game supports up to four simultaneous players, and has the following modes: One-on-One, Tag Team, Bedlam, Survivor Series, Royal Rumble, Raw Endurance Match, and Rematch."
