title,alternate_titles,region,country,publisher,developer,release_date,players,coop,genre,esrb_rating,description
"Bakatonosama Mahjong Manyuki","","Region Not Set","","SNK","Monolith","1991-01-01","","No","Sports","","The third Japanese mahjong game released on Neo Geo hardware is based on a comedic variety show set in feudal Japan. It is the only game in the Neo Geo library to have explicit nudity.

Bakatonosama Mahjan Manyuuki (loosely translated to Foolish Feudal Lord's Mahjong Journey) is a comedic riichi mahjong (two-player variant) game developed and released by Monolith for arcades (running Neo-Geo MVS hardware) and the Neo Geo AES (both exclusively in Japan) on December 20, 1991.

The second (and last) arcade game released by Monolith (after Minasan no Okagesamadesu! - Daisugorokutaikai), Mahjan Manyuuki is another licensed mahjong game based on a Japanese variety show (Shimura Ken no Bakatonosama).

While it's not considered an erotic ""strip mahjong"" game (popular in that era), it does feature explicit nudity (the only game in the MVS and AES libraries to do so). Like other Neo Geo mahjong games, it can only be played in single-player, includes memory card support for saving progress, and can optionally be played with the standard joystick and button layout."
"Bang Bang Busters","b2b","Region Not Set","","Visco Corporation","Visco Corporation","2010-12-01","2","No","Platform","Not Rated","Search and attack! Planet Palua has been invaded by a barrage of baddies! As intergalactic police Lazy and Refia, you'll travel to seven exotic locations as you attempt to irradicate the boorish beasts.
Master the three skills, inflate your foes and fling them to their fates!"
"Bang Bead","","NTSC-J","Japan","Visco Corporation","Visco Corporation","2000-01-01","2","No","Action","E - Everyone","Bang Bead, known in Japan as Bang Beads (バンビーズ?), is a 2001 ball-and-paddle game developed and published by Visco exclusively for the arcade cabinet known as the SNK Neo-Geo MVS hardware.

You can select from 9 characters and play against another player or the computer. Knock out the stars behind the other player then get the bouncing ball through to win the round."
"Baseball Stars 2","bstars2","Region Not Set","","SNK","SNK","1992-04-28","2","No","Sports","Not Rated","Baseball Stars 2 is a 2-player baseball arcade game released by SNK in 1992 for the Neo-Geo console. A less cartoony console version was released for the NES by Romstar the same year."
"Baseball Stars Professional","bstars","Region Not Set","","SNK","SNK","1991-07-01","","No","Sports","","Baseball Stars Professional is the follow-up to Baseball Stars for the Nintendo Entertainment System, and features comic-style graphics. Choose from a variety of teams that include Celestial Planets, Heavenly Bodies, Shadow Demons, Battle Knights, Fabulous Superstars, and many others. Then select the field where the game is to be held: The SNK stadium or the SNK dome. Each field has the same dimensions, but their capacity varies. The game is played the same way as normal baseball. Features a VS. mode in which two players can play against each other."
"Battle Flip Shot","","Region Not Set","","Visco Corporation","Visco Corporation","1998-01-01","","No","Sports","","Although the game is largely a Pong clone, it does introduce several twists to the gameplay. Players are depicted as humans wielding large shields rather than the ""paddles"" alone. The setting consists of various futuristic arenas; the game takes place in the first half of the 22nd century. The ball cannot leave the play area upon reaching the left or right edge of the screen, as those are also limited by walls, in addition to the typical upper and lower wall. Instead, there are single columns of targets located along both the side walls. Whenever the ball hits a target, it is eliminated and points are scored by the opponent of the targets' owner. In order to win a round, the player must direct the ball by deflecting it with his/her shield so that all of his opponents' targets are eliminated while retaining at least one of his own targets. The duration of rounds is also limited by time; in the event that time expires before one of the sides manages to achieve victory, the side with the most targets left in play is declared the winner of the round; should this result in a draw (when both players have an equal amount of targets left), both sides are awarded a win."
"Blazing Star","blazstar","Region Not Set","","SNK","Yumekobo Co., Ltd.","1998-02-19","2","No","Shooter","Not Rated","Sometime in their past, the planets Remuria and Mutras started an interplanetary war that showed no sign of ending. The endless fight between the human-like inhabitants of the two planets had gone so long that weapon development moved into dangerous territory: Organic Weapon Production combined with alien technology. Soon, a sentient weapon - Brawshella - was born. Brawshella gathered all animal life on both planets and forced them to do its bidding and attack the humans. In a week, the humans were assimilated by Brawshella.
Yet, once they were assimilated, they found no other purpose in life but to continue fighting each other. After a while, four of the assimilated fighter pilots regained their consciousness and remembered their pasts. Upon discovering their humanity, the pilots were conflicted with following Brawshella's orders or fighting it to fully regain their independence. The pilots finally turn against the machine in a battle to rediscover themselves and reclaim their planets."
"Blue's Journey","Blue's Journey / Raguy","NTSC","","SNK","ADK","1991-01-01","2","Yes","Action","Not Rated","The planet Raguy was once a beautiful place, until the evil Daruma tribe invaded, bringing pollution that corrupted the land. You, as Blue, are a specialist of the Leaf Dump, and you love Princess Fa of the Raguy family. Unfortunately, Princess Fa has fallen sick from the pollution. It's your job to save your princess in Blue's Journey, a 2D side-scrolling platformer with RPG elements. Go through stages jumping on platforms and avoiding traps, while dealing with a multitude of bad guys, with a special bad guy boss at the end of every level to defeat with special means. To help with this, Blue can use a leaf attack and shrink. The leaf attack, only used when Blue is full sized, lets Blue slam a leaf that stuns any enemies he hits. Blue can also pick up power-ups for a more devastating leaf attack, or change his attack entirely. When the enemies are stunned, Blue can pick them up and throw them across the screen to dispose of more baddies. Shrunken down Blue can't use his attacking power, but he can fit into small crevasses and crannies not normally accessible. Of course, Blue can also dispatch enemies by jumping on them. Since Raguy's economy is flower based, Blue can collect flowers to buy things at special huts. But Blue must take care not to fall into traps or bottomless pits, which cause instant death. Being hit by bad guys or their shots is just as bad. Blue starts the game with two hearts, losing one when he gets whacked by a bad guy. When his heart count goes to zero, Blue dies. Play the game alone (as Blue), or with your friend (as a green Blue) for two-player simultaneous fun."
"Bomberman: Panic Bomber","","Region Not Set","","SNK","Hudson Entertainment, Inc.","1994-01-01","2","No","Puzzle","","It is a ""falling blocks"" puzzle game based on the Bomberman franchise. The goal of the game is essentially to cause your opponent to lose by causing their gameplay field to fill to the top with objects. You do this by causing chains of bombs to explode, sending useless rubble over to your opponent's field, which they must then remove themselves. Bombs are earned by causing chains of three identical blocks to disappear. Bombs can only be blown up with an explosion from a lit bomb, which falls from the top of the screen every so often. If the player causes enough damage, they can eventually earn a giant bomb, which will remove a large amount of debris from the playing field, and cause their opponent a good deal of trouble."
"Breakers","","Region Not Set","","SNK of America","Visco Corporation","1996-03-21","2","No","Action","","Somewhere in Hong Kong, two martial artists face each other in a vast courtyard. The challenger is a stout man in brown skin. The ground has been tainted with blood. However, his crescent blade hasn't touched his opponent yet. It was a one-sided battle. He was already exhausted and it won't be long before he?would fall. ""Fool, you will become one of my family"" resounded the opponent's voice, as the challenger crumbled to the floor and was turned into sand.
The Fighting Instinct Tournament, or FIST, is a tournament as fierce as its name suggest. There was no shortage of martial artists who entered the tournament seeking fame, and yet there were many who left the tournament as corpses. The last challenger who remains in this lawless tournament gets to challenge the organizer of the tournament, the Head of the Huang Financial Clique, for the chance to win the massive prize money. The martial artist who can manage to defeat him will obtain the honor of truly calling him or herself the strongest. However, none of the martial artists who were chosen to challenge the champion in a private final match have ever come back alive. Nobody knows when exactly the tournament is held, since only an avaricious will was spiraling over there. The sponsor is actually an evil spirit who possessed the body of a modern man from Hong Kong who has established a selection system to amplify his dark powers. The FIST tournament has gathered numerous participants from around the globe and another sacrifice will be chosen this year."
"Breakers Revenge","","Region Not Set","","SNK","Visco Corporation","1998-07-02","2","No","Fighting","","Two years after the release of Breakers, Visco has come up with Breakers Revenge. This game is essentially the original Breakers with one new character, bringing the playable total to nine. This game, like Breakers, is a 2D side view fighting game. The two novel ideas from Breakers, having alternate names when characters fight their clones and having shadow images around a dizzy character, are also present in Breakers Revenge. But while they were mildly novel in the first game they barely merit a raised eyebrow in this.

Like its predecessor, Breakers Revenge plays like a standard Capcom inspired 2D fighting game. Characters have access to a variety of standard and special attacks, as well as combos, guard breakers, and taunts. Each time the character attacks his or her super meter is charged up, to a maximum of three levels. Whenever the super meter has at least one level charged the character can use his or her super attacks, which drain one level of the meter in the process. If the meter is allowed to charge up to the maximum three levels without being used all of the character's attacks become more powerful."
"Burning Fight","","Region Not Set","","SNK","SNK","1991-08-09","2","No","Fighting","","Burning Fight is a side-scrolling street-fighting game similar to Final Fight. As Duke, Billy, or Ryu, you must fight your way through the various locations in Osaka. At the start of the game, you can only use your fists to deal with gangs, but by by breaking things like phone booths and street signs along the way, you can get new weapons and more health. At the end of each location, you will have to defeat a boss in order to continue the mission."
"Bust-A-Move","","Region Not Set","","Taito Corporation","Taito Corporation","1994-12-01","2","No","Puzzle","","Bust-a-Move, also known as Puzzle Bobble in Japan, is a 1994 tile-matching arcade puzzle video game for one or two players created by Taito Corporation. It is based on Taito's popular 1986 arcade game Bubble Bobble, featuring characters and themes from that game. Its characteristically cute Japanese animation and music, along with its play mechanics and level designs, made it successful as an arcade title and spawned several sequels and ports to home gaming systems."
"Bust-A-Move Again","Puzzle Bobble 2","Region Not Set","","Taito Corporation","","1996-01-01","","No","Puzzle","","Puzzle Bobble 2 is the first sequel to ""Puzzle Bobble"", It was entitled in Europe and North America as Bust-A-Move Again on the arcade and Bust-A-Move 2 on the home consoles. Released into the arcades in 1995, PlayStation, Sega Saturn, Nintendo 64 and PC conversions followed. The game was included in Taito Legends 2, but the US arcade version was included on US PS2 version instead. The game is a spin-off from Bubble Bobble.
 
The game builds on the original by adding a tournament style variation on the two player game for play against the computer and by adding a branching map to the one player game, allowing the player to periodically select one of two groups of five levels to play next, leading to different game endings. Some of the contestants in the new tournament mode are based on characters from Bubble Bobble, including variations on a Monsta and a Mighta."
"Captain Barrel","","Other","","HomeBrew Software","Neo Geo","2024-05-11","1","No","Platform | Unofficial","Not Rated","Ahoy, stinky pirate! Captain Barrel is a new arcade puzzle game

Grab your bicorn, your sword, and a couple of cherry bombs and get ready for some barrel-kicking action!"
"Captain Tomaday","","NTSC","","SNK | 																Visco Corporation","Visco Corporation","1999-11-01","2","No","Shooter","Not Rated","A comical vertically scrolling shoot'em up starring a mutated tomato who punches the enemy and can transform to other weird characters."
"Chibi Maruko-chan Deluxe Quiz","Quiz Chibi Maruko Chan","NTSC-J","","SNK","Takara","1995-11-27","1","No","Quiz","Not Rated","A Trivia game for Neo Geo and arcades starring the characters from Chibi Maruko-chan."
"Codename: Blut Engel","cnbe","Region Not Set","","","Blaster","2006-01-19","1","No","Shooter","","Codename: Blut Engel is an insane homebrew vertical shooting game."
"Columns","columnsn","Region Not Set","","","Jeff Kurtz","2010-01-01","1","No","Puzzle","Not Rated","The classic falling block arcade game Columns ported to the Neo Geo."
"Crossed Swords","","Region Not Set","","SNK","ADK","1991-10-01","1","No","Action","","In the enchanted land of Belkana all was well until plagues of creatures started rampaging through. But it didn't stop there, from deep within the mountains of Graisia, the Demon Warlord Nausizz arose and led the attacks wiping out settlement after settlement. However a brave warrior called ""The Knight of the Journey"" came a long way on a quest to stop these monstrosities. After aiding the Poor Village of Dio from the Caterdragon, the knight heads to the Castle Pulista, but as he is briefed by the king of the problems they face, an elite dark knight appears and kidnaps the princess. The knight fights his way through the enemy lands in the Matius Tower, the Gauda Fortress, the Land Battleship and finally passes the Entrance to the Devil World. Along his way, he is helped by loyalties of the kingdom. The knight battles through the Castle Graisia and comes face to face with Nausizz. As a demon with honour, Nausizz is so impressed with the knight's progress, that he has sent the princess back to Pulista. As the knight defeats Nausizz, he transforms into a fiendish demon dragon. The knight slays him and escapes the collapsing castle. Back in Castle Pulista the knight is offered to come and live with the king. Peace can proceed once more in Belkana."
"Crossed Swords II","","Region Not Set","","","ADK","1995-01-01","2","Yes","Action","Not Rated","Crossed Swords II features the same gameplay from his predecessor, with the addition of a new button for jumping and dashing, giving the player more maneuverability and allowing him to dodge incoming attacks. By pressing the attack button after dashing the player will make a horizontal slash which stuns enemies briefly, and by pressing the attack button after jumping the player will make a powerful downward slash.

The player can now choose between three characters: the Knight, who is powerful but slow, the Dancer, who is fast but weak, and the Ninja, who has balanced stats. After choosing the character, the player must choose between two game modes: ""Nausizz Counterattack"" is the main story mode, while ""Karividu Arena"" is a survival mode where the player fights various enemies consecutively."
"Cyber-Lip","Cyber Lip | CyberLip","Region Not Set","","SNK","SNK","1991-07-01","2","Yes","Action","","Cyber-Lip is a horizontally scrolling, side-view platformer shoot 'em up (this combination is sometimes referred to as ""run and gun"") arcade game released by SNK in 1990 for the SNK Neo-Geo MVS. The player(s) control(s) Rick and/or Brook, two human veteran soldiers, who are sent by an unspecified ""federal government"" into combat on a last-ditch attempt to save Earth from a malfunctioning military supercomputer in charge of all military androids. Gameplay consists of battling through large amounts of enemies, collecting power-ups and defeating several end-of-stage bosses. This makes it comparable to the likes of Metal Slug or Contra in terms of gameplay.

It is noted that a handful of members from Irem developed this title and later went on to create Metal Slug.

The game was later ported over for the Neo Geo CD system, in 1995. The CD featured improved voice acting and added a short introduction to the game explaining the plot."
"Demon Front","","NTSC-J","Japan","Neo Games","IGS","1970-01-01","2","No","Action | Shooter","Not Rated","Demon Front is a side-scrolling run and gun arcade game released in 2002 by International Games System. It shares many characteristics with the Metal Slug series."
"Digger Man","","Region Not Set","","","Face","2000-01-01","1","No","Puzzle","Not Rated","This unique game first surfaced back in 1999. It holds the honor of being the first RELEASED homebrew game for the Neo-Geo system. It is CLEARLY a clone of the game Boulder Dash released back in 1984 by First Star Software. Boulder Dash was released on several game & computer systems, and was well received. The games main objective is to collect all the gems hidden throughout the playfield while avoiding obstacles and enemies. The Neo-Geo version also steals many sprites & sounds from Face's Gururin (an officially released game in 1994), hence why rumors abounded in the beginning that it might be a long lost official proto. This was proven to be false. However, the game can be readily found for $100 - $200, so for those who may have fond memories of the gameplay and/or wish to add it to their library of games, they can obtain it rather easily. Others may want to pass. It does not appear to be ""finished"" and may not even have an ending but maybe someday a more complete revision will surface."
"Double Dragon","","Region Not Set","","SNK","Technōs Japan","1987-03-01","2","No","Fighting","","The game plays like a conventional fighting game of its time, that is battles are one-on-one and conducted on best two-out-of-three matches. One of the unique aspects of Double Dragon is the lack of specific punch and kick buttons like most fighting games. Instead, there are four attack buttons of varying strength and speed, which can perform punches or kicks depending on the character's position. The player's character and his opponent have a super move meter called the ""charge meter"", which is overlaid on the character's remaining health. The less health the character has, the quicker it will fill up. ""Charge moves"" are usually performed by executing the command of a regular special move and pressing two attack buttons simultaneously at the end instead of just one.

The characters and stages are inspired by the Double Dragon movie featured prominently in the game's intro. This includes the appearances of a submerged Hollywood, the Dragon Mobile vehicle, Billy and Jimmy's ability to transform themselves and the inclusion of Koga Shuko as the game's final boss. However, the game's characters are depicted in a more anime-like style and only six of the game's twelve fighters are actually featured in the movie; Burnov and Duke are from previous Double Dragon games and rest were created specifically for this game. This game is dedicated to Kaneto Shiozawa, who died in 2000 and Daisuke G?ri, who died in 2010."
"Eight Man","","Region Not Set","","","","1991-11-01","1","No","Action","","Eight Man (エイトマン, Eitoman) or 8 Man (8マン) is a 1991 linear side-scrolling beat 'em up released by SNK for the Neo Geo. It is a video game adaption of the manga series with the same name. The story and setting in the game largely remains true to series as Eight Man fight robots, cyborgs, zombies, and other futuristic machinery -although it doesn't feature any of the series's villains."
"Far East of Eden: Kabuki Klash","","NTSC","United States of America","Hudson Soft Company, Ltd.","Racdym","1995-07-28","2","No","Fighting","Not Rated","Far East of Eden: Kabuki Klash is a fighting game developed by Racdym and published by Hudson Soft for the arcades, Neo-Geo, and Neo Geo CD in 1995. It is a spin-off of the popular Japanese console RPG series Tengai Makyo. As of 2018, it is the only Tengai Makyo game to have been released outside Japan."
"Fast Striker","","Region Not Set","","NG:DEV.TEAM","NG:DEV.TEAM","2010-06-30","2","No","Action | Shooter","","Fast Striker is a Shoot-'Em-Up game, developed and published by NG:DEV.TEAM, which was released in Japan in 2012D arcade shooting game with emphasis on scoring originally developed for NEO·GEO. The game lets the player choose between 3 game modes with different scoring systems. Novice Mode for beginners, Original Mode for classic Shoot’ em Up players and Maniac for very experienced players. It features six stages of excellent 2D arcade game play with over 40 unique enemy types, super smooth 3D scrolling backgrounds, huge CGI bosses and it features the biggest megabit count ever since the beginning of NEO·GEO games0."
"Fatal Fury","Fatal Fury: King of Fighters | Fatal Fury - King of Fighters / Garou Densetsu - shukumei no tatakai","NTSC","","SNK","SNK","1991-12-20","2","No","Fighting","Not Rated","Southtown City plays host to the King of Fighters Tournament. Andy & Terry Bogard take part in the tournament cause winning the tournament is the only way they can defeat Geese Howard. Geese Howard controls Southtown City and killed their father several years ago. Also taking part is Joe Higashi, a Japanese kickboxer. Select either Joe, Andy or Terry, visit several locations in Southtown City and win that tournament!

Fatal Fury is a 2D fighter and is the first game in a series of one-on-one fighting games by SNK. It's a conversion of the original Fatal Fury arcade game. This first game does not yet feature the series' trademark pseudo 3D mode (which allows you to move between the foreground & background while fighting). Includes a two-player vs. mode."
"Fatal Fury 2","Garou Densetsu 2: Aratanaru Tatakai | Fatal Fury 2 / Garou Densetsu 2 - arata-naru tatakai","NTSC","","SNK","SNK","1993-03-05","2","No","Fighting","Not Rated","After Geese Howard's death in the original Fatal Fury, a mysterious nobleman becomes the sponsor of the new ""King of Fighters"" tournament. This time, the tournament is held worldwide with fighters around the globe competing. As the single player mode progresses, the mysterious challenger begins defeating the participants from the previous Fatal Fury game, searching for the man responsible for defeating Geese."
"Fatal Fury 2","","NTSC-J","Japan","SNK","SNK","1993-11-26","2","No","Action | Fighting","Not Rated","Fatal Fury 2, known as Garō Densetsu 2: Aratanaru Tatakai (餓狼伝説２ ～新たなる闘い～, Hungry Wolf Legend 2: The New Battle) in Japan, is a 1992 fighting video game released by SNK for the Neo Geo arcade and home platforms, and later ported to several other home systems. It is the sequel to Fatal Fury: King of Fighters (1991) and the second game in the Fatal Fury franchise. Its updated version, Fatal Fury Special, was released in 1993."
"Fatal Fury 3: Road to the Final Victory","fatfury3 | Fatal Fury 3 - Road to the Final Victory / Garou Densetsu 3 - haruka-naru tatakai","NTSC","","SNK","SNK","1995-04-21","2","No","Fighting","Not Rated","It has been two years since the second King Of Fighters tournament took place. Now Terry, Andy, Joe, Mai and Geese are back in South Town to battle five new characters and three bosses. All of them have their own reasons of coming to South Town, but in the end, everything links to a scroll that reveals the secret to the lost ancient martial arts.

Fatal Fury 3 was a pretty big improvement over its predecessors, introducing brand new re-drawn character sprites (yet again) and better overall animation quality. Of course, a handful of colorful new characters join the roster, in addition to some new 2D environments.

The two-plane gameplay was upgraded to a three plane format known as the Oversway System. Players fight primarily in the middle plane or the main plane, but can move or ""oversway"" into either of the sway lines at the background or foreground . Attacks between planes have returned but are now called ""Oversway Attacks"" and players can use special technique to defend these attacks. Other new gameplay elements introduced include air blocking, combination arts, new special & super moves, and even alternate (more powerful) super moves which can only be used once per round.

Along with a cool looking world map, Fatal Fury 3 also features a ranking system when fighting against the computer, which brought some innovation to the fighting genre. When the player wins a round, they'll be ranked from D to triple S. The final opponents the player faces at the end of the single player mode is determined the by the player's average... with a lower score, the game will end against Yamazaki, but with a higher score they will square off against one of the Jin twins, or possibly both. Overall,  Fatal Fury 3  was easily the best presentation of the series to date."
"Fatal Fury Special","","NTSC-J","Japan","SNK","SNK","1993-12-22","2","No","Action | Fighting","Not Rated","Fatal Fury Special, known as Garō Densetsu Special (餓狼伝説SPECIAL, Hungry Wolf Legend Special) in Japan, is a 1993 fighting game developed and published by SNK and originally released for the Neo Geo arcade and home platforms. It is an updated version of 1992's Fatal Fury 2, introducing several changes to the gameplay system while expanding the available character roster."
"Fatal Fury Special","Garou Densetsu Special | fatfursp | Fatal Fury Special / Garou Densetsu Special","NTSC","","SNK","SNK","1993-09-16","2","No","Fighting","Not Rated","Geese Howard: a man feared by the world as the dark ruler of South Town. He shocked the land with his violent techniques and was confident that no one could ever top him. To rid himself of the man, Geese took the life the street champ, Jeff Bogard. However, several years later, three men arose to stop Geese's ambition. They were the sons of the dead Jeff, Terry and Andy Bogard, and Muay Thai champ, Joe Higashi. After Geese was defeated by them, he was believed to be dead. However, as time passed, a disturbing rumor began to float around the world. Geese is alive...

 His elder half-brother, Wolfgang Krauser, took the reigns of the underworld after his younger brother's passing. However, the resurrected Geese deprives Krauser his seat of glory and the Bogard brothers burn with the flames of revenge. Terry and Andy hear where Geese is located.""We're coming for you, Geese!"" A new legend is about to begin."
"Fight Fever","","Region Not Set","","Viccom","Viccom","1994-01-01","2","No","Fighting","","Fights take place in stages ranging from train stations to boxing rings. Each character has a health bar that starts at full at the beginning of the fight. To win characters must inflict enough pain on their opponents to empty their health bars. In the event that the fight clock counts down to zero before one fighter is knocked out, the fighter with the most health remaining is declared the winner. Players must defeat each opponent twice in this fashion to be able to advance to the next round. Fight Fever does include one innovation, however inconsequential. After fights both the winner and the loser gets to say something."
"Fighter's History Dynamite","Karnov's Revenge","Region Not Set","","Data East Corporation","Data East Corp.","1994-04-28","2","No","Fighting","Not Rated","Karnov's Revenge is a 1994 fighting game developed by Data East, released for the Neo Geo. It's the second game in the Fighter's History series. The game was later ported to the Neo Geo, Neo Geo CD and Sega Saturn home consoles.

While the previous game was similar to Street Fighter's 6-button setup, the gameplay system of Karnov's Revenge is akin to SNK's fighting games such as Fatal Fury. Due to change of hardware to SNK's MVS platform, the control configuration was reduced from six attack buttons to just four (only light and heavy attacks are available this time).

A new gameplay feature is introduced in the form of ""one-two attacks"". When the player presses a heavy attack button while performing a light attack or blocking, the interval between light attacks is reduced, making combos easier to perform. While this feature is not mentioned on the instruction card, the final page of the home Neo Geo version's manual mentions it, describing as the ""one-two attack"" system.

All eleven fighters from the previous game return (including the bosses Clown and Karnov, who are now playable) and are joined by two new characters: Yungmie, a female taekwondo exponent from Korea, and Zazie, a karate practitioner from Kenya, for a total of 13 characters. Karnov is the only returning character who was given entirely new sprites. Most of the returning characters were given new special techniques (with a few exceptions), including hidden techniques which are not listed on the instruction card (the manual for the home version hints at their inclusion). The Ox that appeared in the bonus rounds in Karate Champ appears in this game as a secret boss if the player completes the game on the Normal setting or above without losing a round. The Ox is an unplayable character.

The game was originally released in Japanese arcades on March 7, 1994. The game was released for the Neo Geo home console on April 28, 1994. In addition to the ports for the Neo Geo home consoles, Karnov's Revenge was released for the Sega Saturn exclusively in Japan on July 4, 1997. The Saturn version allows players to assign all four basic attacks into a single button (C and Z by default), which is required for certain characters in order to perform certain special moves. A Virtual Console reissue of the Neo Geo version was released for the Wii in Japan on June 8, 2010 and in North America on December 27, 2010. It was also added to Zeebo on April 23, 2010. In 2017, Hamster Corporation released the game on PlayStation 4, Xbox One, Microsoft Windows, and Nintendo Switch under its Arcade Archives series."
