title,alternate_titles,region,country,publisher,developer,release_date,players,coop,genre,esrb_rating,description
"Digimon Tamers: Battle Spirit","デジモンテイマーズ バトルスピリット","NTSC-J","","Bandai Co., Ltd.","Dimps Corporation","2001-10-05","2","No","Fighting","Not Rated","A fighting action game featuring many popular Digimon Tamers characters. The player freely operates the selected Digimon to attack the opponent Digimon. But the goal is not to defeat the enemy! This game has no energy, so no matter how much you are attacked, the game will not be over. As for how to decide the victory or defeat, the winner is the one who steals a lot of balls called ""D-spirit"" that spill from the Digimon when the attack hits from the opponent within the game play time. ""Battle Spirit"" is very easy to operate so that people who ""like Digimon but are not good at action games"" can enjoy it!"
"Digimon Tamers: Battle Spirit (Link Cable Bundle)","","Other","Japan","","","2001-10-06","2","No","Fighting","Not Rated","No overview is currently available for this title, please feel free to add one."
"Digimon Tamers: Battle Spirit Ver 1.5","デジモンテイマーズ バトルスピリット Ver.1.5","NTSC-J","","Bandai Co., Ltd.","Dimps Corporation","2002-04-27","2","No","Action","Not Rated","Patamon and Tailmon are newly participating! That Battle Spirits is back!
The basic system of the popular previous battle spirit has been retained, and the volume has been increased with additional elements!
In addition to adding new Digimon, the stage and production demo have been redesigned!
With a tag system and mini games, it's fun to play!"
"Digimon Tamers: Brave Tamer","デジモンテイマーズ ブレイブテイマー","Region Not Set","","Bandai Co., Ltd.","Bandai Co., Ltd.","2001-12-29","1","No","Role-Playing","Not Rated","Digimon Tamers ""Ryo"" who protects the digital world and ""Millenniumon"", a dark Digimon who plans to rule the world, have finally entered the final battle! Beyond time and the world, children will start fighting with powerful Digimon such as Guilmon, Takato, Agumon, Taichi, Veemon, and Daisuke! There are a total of 290 types of Digimon that appear in the game. It covers all Digimon that will appear on TV by March 2002, and 16 types of Digimon can be selected as partners from among them. And this time, a system called customization by skill card and customization by parameters was newly adopted. In addition, as an extra element, mini games such as ""Digimon Quiz"" and ""Digimon Shiritori"" with all 100 questions are also included."
"Digimon Tamers: Digimon Medley","デジモンテイマーズ デジモンメドレー","Region Not Set","","Bandai Co., Ltd.","Shade, Inc.","2001-07-12","1","No","Role-Playing","Not Rated","Adventure the scenario of 3 Digimon TV series with your favorite character! Players choose their favorite character from the 18 characters that appeared in ""Digimon Adventure"", ""Digimon Adventure 02"", ""Digimon Adventure Tamers"", and ""Digimon Aso Venture Theatrical Version"", and ""medley"" the story according to the contents of the TV. You can enjoy it at. If you clear the stage, the page of the picture book will increase, and you can see the animation picture book with a bonus! Furthermore, the original Carddass is attached, and if you read this Carddass with a toy D-Arc and communicate with WS, a new episode will be added on the WS side, and a new field will appear on the D-Ark side!"
"Digital Monsters Card Game Ver. WonderSwan Color","","Region Not Set","","Bandai Co., Ltd.","Tom Create","2002-03-16","2","No","Strategy","","Digital Monsters Card Game Ver. WonderSwan Color is a Strategy game, developed by Tom Create and published by Bandai, which was released in Japan in 2002."
"Digital Monsters: D Project","","Region Not Set","","Bandai Co., Ltd.","Sting Entertainment","2002-08-03","1","No","Role-Playing","","Digital Monsters: D Project is a Role-Playing game, developed by Sting and published by Bandai, which was released in Japan in 2002."
"Dokodemo Hamster 3: O Dekake Safuran","","Region Not Set","","BEC Co., Ltd.","BEC Co., Ltd.","2000-12-14","1","No","Strategy","","Dokodemo Hamster 3 is a Strategy game, developed and published by Bec, which was released in Japan in 2000."
"Dragon Ball","ドラゴンボール","Region Not Set","","Bandai Co., Ltd.","Tose Co., Ltd.","2003-11-20","1","No","Strategy | Board","Not Rated","A popular system for advancing adventure, battle, and RPG with cards is back! In addition to the renewed graphics, a complete recording of the death battle with Piccolo the Great Demon King & Majuni. You can enjoy the world of Dragon Ball! In addition to battery backup, you can also select old-fashioned passwords for saving."
"Final Fantasy","","NTSC-J","Japan","Squaresoft","Squaresoft","2000-12-09","1","No","Role-Playing","Not Rated","An evil shroud covers the world in darkness. You must restore the powers of earth, wind, fire and water to the Four Orbs. Create your own band of 4 Light Warriors from fighters, thieves, martial artists, and magicians. You'll need all their skills to triumph in this massive role-playing adventure. Your treaterous journey takes you to all parts of a strange new world. Explore dangerous castles and dark caverns where dadly perils and great rewards, await at every turn. Hundreds of ferocious monsters block your path. With patience, skill, and cunning, you can defeat them."
"Final Fantasy II","","NTSC-J","Japan","Squaresoft","Squaresoft","2001-05-03","1","No","Role-Playing","Not Rated","FINAL FANTASY II is highly anticipated follow-up to the original FINAL FANTASY, released in Japan in 1988. The game features the bitter and beautiful tale of four war-orphaned heroes who become embroiled in a conflict between the hostile Empire of Palamecia and the rebel resistance. By eschewing conventional leveling for a proficiency system that allows players to tailor their characters' growth and incorporating a key term memory system that makes dialogue integral to gameplay, this game sparked the spirit of innovation for which the series has become known. This release also contains the bonus dungeons added to later editions of the game--the Soul of Rebirth and the Arcane Labyrinth."
"Final Fantasy IV","","NTSC-J","Japan","Squaresoft","Sting Entertainment","2002-03-29","1","No","Role-Playing","Not Rated","Final Fantasy IV is a Role-Playing game, developed by Sting and published by SquareSoft, which was released in Japan in 2002."
"Final Lap Special: GT & Formula Machine","","Region Not Set","","Bandai Co., Ltd.","Soft Machine","2001-11-15","2","No","Racing","","Final Lap Special: GT & Formula Machine is a Racing game, developed by Soft Machine and published by Bandai, which was released in Japan in 2001."
"Flash Koibito-Kun","","Region Not Set","","Kobunsha","Koto","2000-12-28","1","No","Role-Playing","","Flash Koibito-Kun is a Puzzle game, developed by Koto and published by Koubunsha, which was released in Japan in 2000."
"From TV Animation One Piece Grand Battle: Swan Colosseum","","NTSC-J","Japan","Bandai Co., Ltd.","Bandai Co., Ltd.","2002-07-12","1","No","Action","Not Rated","One Piece Grand Battle: Swan Colosseum is an Action game, developed by Dimps Corporation and published by Bandai, which was released in Japan in 2002."
"From TV Animation One Piece: Chopper no Daibouken","","Region Not Set","","Bandai Co., Ltd.","Tose Co., Ltd.","2003-10-16","1","No","Role-Playing","Not Rated","One Piece: Chopper no Daibouken is a Role-Playing game, developed by TOSE and published by Bandai, which was released in Japan in 2003."
"From TV Animation One Piece: Niji no Shima Densetsu","","Region Not Set","","Bandai Co., Ltd.","Tomcat System","2001-09-13","1","No","Action","Not Rated","One Piece: Niji no Shima Densetsu is an Action game, developed by Tomcat System and published by Bandai, which was released in Japan in 2001."
"From TV Animation One Piece: Treasure Wars","","Region Not Set","","Bandai Co., Ltd.","Graphic Research Co., Ltd.","2002-01-02","1","No","Action","Not Rated","One Piece: Treasure Wars is an Action game, developed by Graphic Research and published by Bandai, which was released in Japan in 2002."
"From TV Animation One Piece: Treasure Wars 2: Buggyland e Youkoso","","Region Not Set","","Bandai Co., Ltd.","Graphic Research Co., Ltd.","2002-12-20","1","No","Strategy","Not Rated","One Piece: Treasure Wars 2: Buggyland e Youkoso is a Miscellaneous game, developed by Graphic Research and published by Bandai, which was released in Japan in 2002."
"Front Mission","","Region Not Set","","Squaresoft","Squaresoft","2002-07-12","2","No","Strategy","","Discover the origins of the Front Mission series in this explosive handheld saga that was never before localized for North America. Reborn exclusively on the Nintendo DS, Front Mission introduces exciting new features, such as dual screen presentation and multiplayer modes, that update the classic that gave birth to seven beloved sequels. Using Touch Screen functionality, players command a squad of customizable mechs known as wanzers and direct them through turn-based skirmishes across the battlefields of the 21st century."
"Gekitou! Crash Gear Turbo: Gear Champion League","","Region Not Set","","Bandai Co., Ltd.","Bandai Co., Ltd.","2002-08-10","2","No","Action","","Gekitou! Crash Gear Turbo: Gear Champion League is an Action game, developed and published by Bandai, which was released in Japan in 2002."
"Gensou Maden Saiyuuki Retribution: Hi no Ataru Basho De","","Region Not Set","","Mubik","PicPac-Airreal","2001-06-07","1","No","Role-Playing","","Gensou Maden Saiyuuki Retribution: Hi no Ataru Basho De is a Role-Playing game, developed by PicPac-Airreal and published by Mubik, which was released in Japan in 2001."
"Golden Axe","","Region Not Set","","Bandai Co., Ltd.","Bandai Co., Ltd.","2002-02-28","2","No","Action","","The residents of the once-peaceful city of Yuria have lost the legendary Golden Axe - the very thing that had shielded them from evil for so long. It is now in the hands of the unscrupulous titan, Death-Adder. Tarik, the seasoned warrior whose skill with his giant sword is both praised and feared throughout the land, has come forth to try and wrest the Axe from the grasp of the black-hearted warlord. Help Tarik to battle the many types of bandits that Death-Adder has amassed to protect himself. Using the sword, and certain very special magical powers, guide Tarik through the gauntlet of bandits to Death-Adder's castle! He'll be waiting there for you, and he's terribly reluctant to give up the Golden Axe! Are you brave enough to bring back the Axe, and thus restore tranquility to Yuria, or will you wind up just another victim of the evil warlord?"
"Gransta Chronicle","","Region Not Set","","Omega Micott Inc.","Omega Micott","2002-06-13","1","No","Role-Playing","","Gransta Chronicle is a Role-Playing game, developed by Tom Create and published by Omega Micott, which was released in Japan in 2002."
"Guilty Gear Petit","","Region Not Set","","Sammy Corporation","Arc System Works Co., Ltd.","2001-01-25","2","No","Fighting","","Guilty Gear Petit (ギルティギア プチ Giruti Gia Puchi?) is the first handheld version of the Guilty Gear series released. It is followed by the sequel Guilty Gear Petit 2. Much like Super Gem Fighter Mini Mix, it depicts the Guilty Gear characters in a super deformed style. It is also notable for the inclusion of the character Fanny, who appears only in the two Guilty Gear Petit games. The game has seven playable characters, six of which are from other Guilty Gear series games. The game was only released in Japan."
"Guilty Gear Petit 2","","Region Not Set","","Sammy Corporation","Arc System Works Co., Ltd.","2001-09-27","2","No","Fighting","","Guilty Gear Petit 2 is an Action game, developed by Arc System Works and published by Sammy Studios, which was released in Japan in 2001.

The game has 13 regular characters and 6 secret characters (Testament, Venom), and four ""Golden"" characters (GGMillia, GGKy, GGSol, and GGMay)."
"Gunpey EX","","Region Not Set","","Bandai Co., Ltd.","Koto","2000-12-09","2","No","Puzzle","","Gunpey offers a unique puzzle experience. As lines of various angles climb up the screen, the player's objective is to flip the lines, located in squares, to connect them over five columns. Connecting lines from left to right remove the connected row. If an incomplete line reaches the top of the screen, the game is over."
"Hanjuku Hero: Aa, Sekaiyo Hanjukunare...!","","Region Not Set","","Squaresoft","Sting Entertainment","2002-02-14","1","No","Strategy","","Hanjuku Hero: Aa, Sekaiyo Hanjukunare...! (半熟英雄 ああ、世界よ半熟なれ…!! ""Let the world become soft-boiled!""?) is the second game in the series. The Egg Monsters featured in the game are parodies of Final Fantasy IV characters.

The game was re-released on the WonderSwan Color in 2002. This version features a graphical overhaul and twelve new summons."
"Hataraku Chocobo","","Region Not Set","","Squaresoft","Squaresoft","2000-09-21","1","No","Life Simulation","","A sim featuring Square's mascot released on the WonderSwan Color in Japan only."
"Hunter X Hunter: Greed Island","","Region Not Set","","Bandai Co., Ltd.","Access","2003-04-24","1","No","Role-Playing","","Hunter X Hunter: Greed Island is a Role-Playing game, developed by Access and published by Bandai, which was released in Japan in 2003."
"Hunter X Hunter: Michibi Kareshi Mono","","Region Not Set","","Bandai Co., Ltd.","Access","2001-08-23","1","No","Role-Playing","","Hunter X Hunter: Michibi Kareshi Mono is a Role-Playing game, developed by Access and published by Bandai, which was released in Japan in 2001."
"Hunter X Hunter: Sorezore no Ketsui","","Region Not Set","","Bandai Co., Ltd.","Access","2001-04-26","1","No","Role-Playing","","Hunter X Hunter: Sorezore no Ketsui is a Role-Playing game, developed by Access and published by Bandai, which was released in Japan in 2001."
"Inuyasha: Fuuun Emaki","犬夜叉 ～風雲絵巻～","Region Not Set","","Bandai Co., Ltd.","Bandai Co., Ltd.","2002-07-27","1","No","Adventure","Not Rated","Weekly Shonen Sunday serialization ""Inuyasha"" is now available as a swashbuckler adventure game! The story adopts the ""zapping adventure system"" that is drawn from various perspectives. By playing repeatedly, you will be able to select the viewpoints of various characters. In the battle of this work, the player himself operates ""Inuyasha"". You can perform special moves such as ""Iron Crushing Fang"" by hitting the button repeatedly. You can also fight with your friends through the support system. When you develop the game or clear certain conditions, hidden elements such as fellow characters and characters that can be operated will appear. There is also an original character only for this work. With the communication function, you can also play against the raised Inuyasha."
"Inuyasha: Kagome no Sengoku Nikki","犬夜叉 ～かごめの夢日記～ | Inuyasha ~ Kagome's Dream Diary ~","Region Not Set","","Bandai Co., Ltd.","Bandai Co., Ltd.","2001-11-02","1","No","Role-Playing","Not Rated","The sequel to the first Inuyasha game ""Kagome's Sengoku Diary"" is here! The basic system is similar to ""Sengoku Diary"", and the story progresses by repeating the ""contact part"" and the ""adventure part"". ""Dream"" is an important factor this time. At the end of the day, a ""dream event"" will occur, where you can experience scenes not seen in anime and comics, and modern episodes that no one has ever experienced. The enemies are also associated with dreams, and an original character called Yakumo, a hanyo who manipulates dreams, appears. A hot battle in the dream world unfolds. In addition, the game is full of original scenes, and the total number of events has been boosted to 2.5 times that of the previous game. Lots of famous scenes and deciding scenes!"
"Inuyasha: Kagome no Yume Nikki","犬夜叉 ～かごめの戦国日記～ | Inuyasha ~ Kagome's Sengoku Diary ~","Region Not Set","","Bandai Co., Ltd.","Tomcat System","2002-11-16","1","No","Role-Playing","Not Rated","Inuyasha, a half-youkai hero who has a youkai father and a human mother, and Kagome, a third-year junior high school heroine who has time-slipped from the present age to the Warring States period, collect fragments of ""Shikon no Tama"" that fulfills all ambitions. Sengoku Otogi-zoshi with love and adventure, traveling through the Warring States period. ""Inuyasha and Kagome's contact"" and ""dramatic story"" are reproduced in the game. You can grow your own Inuyasha as a basket! Not only the famous scenes of the original, but also many original episodes are recorded. Full of new discoveries even for fans who are familiar with the story! !!"
"Judgement Silversword: Rebirth Edition","","Region Not Set","","M-KAI","Qute","2004-02-02","1","No","Shooter","E10+ - Everyone 10+","Judgement Silversword has the unique distinction of being one of the few shooting games designed for a handheld console, and it's also one of the best! Destroying enemies as quickly as possible is essential to scoring in Judgement Silversword, giving the game a ruthless tempo."
"Kidou Senshi Gundam Seed","","Region Not Set","","Bandai Co., Ltd.","Bandai Co., Ltd.","2003-03-15","1","No","Action","","Kidou Senshi Gundam Seed is an Action game, developed and published by Bandai, which was released in Japan in 2003."
"Kidou Senshi Gundam Vol. 1 SIDE7","","Region Not Set","","Bandai Co., Ltd.","iNPLAS","2001-02-01","1","No","Strategy","","Kidou Senshi Gundam Vol. 1 SIDE7 is a Strategy game, developed by iNPLAS and published by Bandai, which was released in Japan in 2001."
"Kidou Senshi Gundam Vol. 2 Jaburo","","Region Not Set","","Bandai Co., Ltd.","Bandai Co., Ltd.","2001-08-16","1","No","Strategy","","Kidou Senshi Gundam Vol. 2 Jaburo is a Strategy game, developed and published by Bandai, which was released in Japan in 2001."
"Kidou Senshi Gundam Vol. 3 A Baoa Qu","","Region Not Set","","Bandai Co., Ltd.","Bandai Co., Ltd.","2002-05-25","1","No","Strategy","","Kidou Senshi Gundam Vol. 3 is a Strategy game, developed and published by Bandai, which was released in Japan in 2002."
"Kidou Senshi Gundam: Giren no Yabou - Tokubetsu-hen Aokisei no Hasha","","Region Not Set","","Bandai Co., Ltd.","Vanguard Works","2003-05-02","1","No","Strategy","","Kidou Senshi Gundam: Giren no Yabou - Tokubetsu-hen Aokisei no Hasha is a Strategy game, developed by Vanguard Works and published by Bandai, which was released in Japan in 2003."
"Kinnikuman Nisei: Choujin Seisenshi","","Region Not Set","","Bandai Co., Ltd.","Bandai Co., Ltd.","2003-01-30","1","No","Role-Playing","","Kinnikuman Nisei: Choujin Seisenshi is a Role-Playing game, developed and published by Bandai, which was released in Japan in 2003."
"Kinnikuman Nisei: Dream Tag Match","","Region Not Set","","Bandai Co., Ltd.","Tose Co., Ltd.","2002-03-02","2","No","Sports","","Kinnikuman Nisei: Dream Tag Match is a wrestling game based in the manga/anime series of the same name. It features the cast of Kinnikuman Nisei (known in the West as ""Kinnikuman: Second Generations"") in a battle to victory. The main story follows Kid Muscle, the prince of Muscle Planet and son of King Muscle (the early protagonist of the series), who fought for peace and justice in the Universe. Kid has now been chosen as King Muscle's predecessor in wrestling history, and must now defeat every opponent that comes his way, stopping total domination by the Demon Manufacturing Plant, an evil wrestling league which wants to take control of the universe, and the loss of his fanbase, which includes the love of his life, Roxanne.

This game supports up to 2 players and includes 14 characters (which aren't all available from the beginning). Game modes are Story Mode (in which you will fight as Kid Muscle, and will have to defeat all your opponents), Tag Mode (you will have to choose a companion and confront other 10 couples, if you win, you will unlock a character), Classic Mode (this one will be available once you unlock all the characters of the game, and once done, it will let you play a port of the original Kinnikuman NES game)."
"Kurupara!","くるパラ","Region Not Set","","Tom Create Co., Ltd.","Tom Create","2001-06-14","2","No","Puzzle","Not Rated","There are fronts and backs, and if you flip it around, it's a big chain! !! If you ""grab"", ""move"", and ""turn over"" a 5x5 panel and line up 3 or more of the same pattern, the panel will turn over, so if you line up 3 or more of the same pattern and erase it, the panel will disappear! Repeat this and clear the stage if all the panels disappear! ""Kurupara Dojo"" where you can take the dan certification test, ""Kurupara Problem Collection"" which is a puzzle mode with all 80 questions, ""Kurupara Game!"" Iku Story Mode You can enjoy 4 modes of ""Kurupara Monogatari"". Everyone gets so hot that they say ""Ah""! !!"
"Last Alive","","Region Not Set","","Bandai Co., Ltd.","Bandai Co., Ltd.","2001-07-26","1","No","Adventure","","Last Alive is an Adventure game, developed and published by Bandai, which was released in Japan in 2001."
"Makai Toushi SaGa","","Region Not Set","","Squaresoft","Aspect Co. Ltd.","2002-03-20","1","No","Role-Playing","","Makai Toushi SaGa takes you on a sensational voyage through four fastastic worlds: Land, Ocean, Space and Future City. You and your band of warriors seek to overpower Zombies, Goblins and dreadful monsters hidden along the way. Secret clues lead you to the exotic weapons and treasures you'll need to stay alive. Your Quest? To save Paradise from the evil Ashura Devils-they're wicked and treacherous!

It takes all the spirit and cunning you can muster to claim victory. Once you've started there's no turning back. Are you daring enough?"
"Meitantei Conan: Yuugure no Ouju","","Region Not Set","","Bandai Co., Ltd.","Tomcat System","2001-04-15","1","No","Adventure","","Meitantei Conan: Yuugure no Ouju is an Adventure game, developed by Tomcat System and published by Bandai, which was released in Japan in 2001."
"Memories Off Festa","","Region Not Set","","KID Corp.","KID Corp.","2001-03-08","1","No","Adventure","","Memories Off Festa is an Adventure game, developed and published by Kid, which was released in Japan in 2001."
"Mikeneko Holmes: Ghost Panic","","Region Not Set","","Kobunsha","Koto","2001-04-26","1","No","Adventure","","Mikeneko Holmes: Ghost Panic is an Adventure game, developed by Koto and published by Koubunsha, which was released in Japan in 2001."
"Mr. Driller","","Region Not Set","","Namco","Namco","2001-04-15","1","No","Puzzle","","Mr. Driller's world has been covered with mysterious colored blocks. Armed with only a mighty drill, you'll have to dig your way down to safety before his air supply runs out! It will take quick thinking and sharp reflexes to get the job done. Can you handle the challenge?"
"Namco Super Wars","","Region Not Set","","Bandai Co., Ltd.","Namco","2002-10-31","1","No","Strategy","","Namco Super Wars is a tactical role-playing game developed by Namco and published by Bandai for the Wonderswan Color. It is a crossover game, featuring characters from several classic Namco titles.

The game is played on a square grid, on which both the player's and computer's units are placed. Each side takes turns moving and making actions with their units. Every character has a variety of attacks and special moves that can be selected when performing an action. Some of these consume Spirit Points, which slowly regenerate each turn. The game is divided into stages. Between each stage, the player is able to visit a shop and prepare his units before starting the next stage. Unlike most RPGs, characters do not gain levels for directly defeating opponents. Instead, completion of a map will reward the players with a number of level ups, which they can then distribute among their units as they wish."
"Naruto: Konoha Ninpouchou","","Region Not Set","","Bandai Co., Ltd.","BEC Co., Ltd.","2003-03-27","1","No","Role-Playing","","Naruto: Konoha Ninpouchou is a Role-Playing game, developed by Bec and published by Bandai, which was released in Japan in 2003."
"Pocket no Naka no Doraemon","","Region Not Set","","Bandai Co., Ltd.","Bandai Co., Ltd.","2001-05-24","1","No","Strategy","","Pocket no Naka no Doraemon is a Strategy game, developed and published by Bandai, which was released in Japan in 2001."
"Raku Jongg","","Region Not Set","","Bandai Co., Ltd.","Enterbrain","2001-05-31","1","No","Puzzle","","Raku Jongg is a Miscellaneous game, developed by Enterbrain and published by Bandai, which was released in Japan in 2001."
